,date,protocol,chain,usd_value,name,category,parentProtocol,net_dollar_flow,cumul_net_dollar_flow,rank_desc,pct_of_tvl,flow_direction,abs_cumul_net_dollar_flow
13105,2022-09-12 17:59:07,daoventures,Ethereum,61467.95797,DAOventures,Yield,DAOventures,599.0286307897192,3914.702629509284,1,0.9745380366825925,1,3914.702629509284
12604,2022-09-12 17:59:02,gyro,Binance,1642066.5312,Gyro,Reserve Currency,Gyro,967.7132266020085,3838.6284409220207,1,0.05893264421477592,1,3838.6284409220207
12595,2022-09-12 17:59:02,floor-dao,Ethereum,4518796.4893,Floor Dao,Reserve Currency,Floor Dao,0.0344898000487709,3463.935294749175,1,7.632518997135378e-07,1,3463.935294749175
12933,2022-09-12 17:59:07,aavegotchi,Polygon,6506205.86989,Aavegotchi,Gaming,Aavegotchi,226.76402465588524,3442.2712894257565,1,0.0034853496675431687,1,3442.2712894257565
12949,2022-09-12 17:59:07,angle,Arbitrum,3839.45133,Angle,CDP,Angle,0.0,3404.409724445626,1,0.0,1,3404.409724445626
12455,2022-09-12 17:59:02,antex,Binance,75140.55429,Antex,Launchpad,Antex,486.750709999993,3323.8106883896535,1,0.647786956856095,1,3323.8106883896535
12504,2022-09-12 17:59:02,cesta-finance,Avalanche,39993.19461,Cesta Finance,Reserve Currency,Cesta Finance,1865.8734977820866,3191.8832540303756,1,4.665477504304042,1,3191.8832540303756
13519,2022-09-12 17:59:07,renvm,Optimism,21796.08927,RenVM,Bridge,RenVM,0.0,3154.923841323186,1,0.0,1,3154.923841323186
13619,2022-09-12 17:59:07,symbiosis-finance,Avalanche,731212.10697,Symbiosis Finance,Cross Chain,Symbiosis Finance,651.464984564409,3067.7846227391274,1,0.0890938454594184,1,3067.7846227391274
13134,2022-09-12 17:59:07,dotoracle,Ethereum,321228.30478,DotOracle,Bridge,DotOracle,0.0,3039.504125520116,1,0.0,1,3039.504125520116
13732,2022-09-12 17:59:07,wonderland,Avalanche,873890.80596,Wonderland,Reserve Currency,Wonderland,248.51601270951573,2794.430531196411,1,0.02843787931107847,1,2794.430531196411
12932,2022-09-12 17:59:07,aavegotchi,Ethereum,2997608.99233,Aavegotchi,Gaming,Aavegotchi,552.3606688612382,2755.928014542009,1,0.018426708429103555,1,2755.928014542009
12686,2022-09-12 17:59:02,mean-finance,Optimism,350528.00977,Mean Finance,Services,Mean Finance,-1960.4561775073253,2720.7670772192705,1,-0.5592865970379042,1,2720.7670772192705
13168,2022-09-12 17:59:07,firebird,Polygon,343463.05219,Firebird,Dexes,Firebird,195.02437476487407,2682.9313503466974,1,0.05678176255680297,1,2682.9313503466974
13445,2022-09-12 17:59:07,phoenix-finance,Binance,75987.93195,Phoenix Finance,Options,Phoenix Finance,404.2792099999925,2640.30506416801,1,0.5320308101897125,1,2640.30506416801
12975,2022-09-12 17:59:07,augmented-finance,Avalanche,61626.74423,Augmented Finance,Lending,Augmented Finance,-1202.7159716686933,2547.988915965172,1,-1.951613681196563,1,2547.988915965172
13737,2022-09-12 17:59:07,wowswap,Avalanche,55010.22667,WOWswap,Dexes,WOWswap,-0.05055916404448624,2376.098789208682,1,-9.190866336142338e-05,1,2376.098789208682
13578,2022-09-12 17:59:07,sphynx,Binance,1346647.5596099999,Sphynx,Dexes,Sphynx,-20997.69918479355,2323.027080304375,1,-1.5592572113578593,1,2323.027080304375
13288,2022-09-12 17:59:07,kwikswap,Ethereum,60662.53809,KwikSwap,Dexes,KwikSwap,3595.5787772948743,2011.9988631831227,1,5.927181569555185,1,2011.9988631831227
12889,2022-09-12 17:59:02,wardenswap,Binance,880603.9909999999,WardenSwap,Dexes,WardenSwap,0.7901375267636581,2008.2086850151575,1,8.972677103886282e-05,1,2008.2086850151575
12572,2022-09-12 17:59:02,emiswap,Polygon,49695.50536,EmiSwap,Dexes,EmiSwap,-1343.1525499999989,1959.952831719097,1,-2.702764646963636,1,1959.952831719097
13311,2022-09-12 17:59:07,llamapay,Binance,85598.47384,LlamaPay,Payments,LlamaPay,-856.3479743414445,1944.7410091479805,1,-1.000424348618789,1,1944.7410091479805
13020,2022-09-12 17:59:07,boofinance,Avalanche,27416.1866,BooFinance,Yield,BooFinance,-2.0566742216261296,1899.2768171539656,1,-0.0075016786675435355,1,1899.2768171539656
13376,2022-09-12 17:59:07,nested,Ethereum,192681.62685,Nested,Indexes,Nested,0.0502194714828935,1897.6565356565943,1,2.6063445853085236e-05,1,1897.6565356565943
13340,2022-09-12 17:59:07,metalswap,Ethereum,422759.23636,MetalSwap,Derivatives,MetalSwap,789.7959571129724,1856.582601144531,1,0.18681932627024211,1,1856.582601144531
13358,2022-09-12 17:59:07,mover,Polygon,46906.31146,Mover,Yield,Mover,0.0,1812.287934968245,1,0.0,1,1812.287934968245
13176,2022-09-12 17:59:07,flux-protocol,Polygon,71488.96877,Flux Protocol,Lending,Flux Protocol,509.9226900000067,1772.2204514593159,1,0.7132886356782828,1,1772.2204514593159
13030,2022-09-12 17:59:07,bridge-mutual,Polygon,1830.0,Bridge Mutual,Insurance,Bridge Mutual,0.0,1731.7299999999998,1,0.0,1,1731.7299999999998
12814,2022-09-12 17:59:02,smartdex,Polygon,277002.27567,SmartDEX,Dexes,SmartDEX,975.2306310833073,1719.797418693706,1,0.35206592751791144,1,1719.797418693706
13058,2022-09-12 17:59:07,chickenswap,Ethereum,210845.04532,ChickenSwap,Dexes,ChickenSwap,-1167.6486810483177,1584.6892385377676,1,-0.5537946975591362,1,1584.6892385377676
13150,2022-09-12 17:59:07,elk,Binance,442581.34140000003,Elk,Dexes,Elk,1476.3320339849306,1571.952966981558,1,0.3335730397749955,1,1571.952966981558
13252,2022-09-12 17:59:07,insurace,Avalanche,3989670.48893,InsurAce,Insurance,InsurAce,0.0,1557.5934467450147,1,0.0,1,1557.5934467450147
13212,2022-09-12 17:59:07,golff-protocol,Binance,81619.44881,Golff Protocol,Yield,Golff Protocol,-28.185209999996005,1549.0796165708293,1,-0.034532467948426966,1,1549.0796165708293
13296,2022-09-12 17:59:07,lago-bridge,Ethereum,225918.54327999998,Lago Bridge,Bridge,Lago Bridge,50.150000000020334,1426.402116761669,1,0.02219826636269746,1,1426.402116761669
13738,2022-09-12 17:59:07,wowswap,Binance,149416.29201,WOWswap,Dexes,WOWswap,85.51050671981695,1320.2118002341272,1,0.05722970739636209,1,1320.2118002341272
13173,2022-09-12 17:59:07,flux-protocol,Arbitrum,28344.387,Flux Protocol,Lending,Flux Protocol,151.0005999999994,1188.2902238380811,1,0.5327354583466539,1,1188.2902238380811
12981,2022-09-12 17:59:07,autoshark,Binance,580484.76266,AutoShark,Dexes,AutoShark,1945.6345740466368,1164.714285515921,1,0.3351740991668766,1,1164.714285515921
13026,2022-09-12 17:59:07,boringdao,Polygon,64504.39523,BoringDAO,Cross Chain,BoringDAO,0.0,1107.5242253368567,1,0.0,1,1107.5242253368567
13724,2022-09-12 17:59:07,wan-bridge,Binance,34360.33103,Wan Bridge,Bridge,Wan Bridge,1096.5846500000043,1096.5846500000043,1,3.1914263254407427,1,1096.5846500000043
12470,2022-09-12 17:59:02,avaware,Avalanche,80875.02737,Avaware,Yield,Avaware,-165.5277010196989,1076.0055211687222,1,-0.20467096754405575,1,1076.0055211687222
12499,2022-09-12 17:59:02,bxh,Binance,216624.90604,BXH,Yield,BXH,709.3787030372981,1067.1751359758662,1,0.3274686720031678,1,1067.1751359758662
13202,2022-09-12 17:59:07,gamma,Optimism,15455.816060000001,Gamma,Yield,Gamma,0.3013785814828669,1046.7175439756784,1,0.0019499363884307695,1,1046.7175439756784
12449,2022-09-12 17:59:02,alium-swap,Binance,82490.21707,Alium Swap,Dexes,Alium Swap,-349.18929771152847,1009.7042011764911,1,-0.423309951306361,1,1009.7042011764911
13780,2022-09-12 18:15:25,bamboodefi,Ethereum,101106.61843,BambooDeFi,Yield,BambooDeFi,-355.8701643727668,890.0427020559149,1,-0.351975142576002,1,890.0427020559149
13410,2022-09-12 17:59:07,ooki,Polygon,48777.18879,Ooki,Lending,Ooki,710.8684362703614,882.7278560536076,1,1.457378856602124,1,882.7278560536076
13700,2022-09-12 17:59:07,universe-finance,Ethereum,30423.863839999998,Universe Finance,Yield,Universe Finance,-222.3490563982694,873.95589406253,1,-0.7308376660098457,1,873.95589406253
13022,2022-09-12 17:59:07,boringdao,Avalanche,26874.12244,BoringDAO,Cross Chain,BoringDAO,0.0,867.5396715196672,1,0.0,1,867.5396715196672
12405,2022-09-12 13:59:36,justmoney,Polygon,48007.458099999996,JustMoney,Dexes,JustMoney,299.522135405664,789.1122965207601,1,0.6239075078329632,1,789.1122965207601
12477,2022-09-12 17:59:02,baguette,Avalanche,109956.1064,Baguette,Dexes,Baguette,161.32974075329332,760.140527329547,1,0.14672194754369122,1,760.140527329547
13052,2022-09-12 17:59:07,cennznet-bridge,Ethereum,109495.87024,CENNZnet Bridge,Bridge,CENNZnet Bridge,-2.1556124706062363,748.599393961018,1,-0.001968670111376281,1,748.599393961018
12444,2022-09-12 17:59:02,adamant-finance,Arbitrum,32242.56305,Adamant Finance,Yield,Adamant Finance,-19.239694115561363,699.6646094301785,1,-0.059671726735016375,1,699.6646094301785
12716,2022-09-12 17:59:02,olive-cash,Binance,73489.85063,Olive Cash,Yield,Olive Cash,-7.301094577450232,658.4985847598616,1,-0.009934833878230501,1,658.4985847598616
13563,2022-09-12 17:59:07,smoothy,Binance,2597390.76883,Smoothy,Dexes,Smoothy,40.154459999874234,650.4091935729319,1,0.0015459537502692325,1,650.4091935729319
12462,2022-09-12 17:59:02,arbis-finance,Arbitrum,182308.51913,Arbi's Finance,Yield,Arbi's Finance,-627.9999419520142,620.0784201163699,1,-0.3444709797155458,1,620.0784201163699
12425,2022-09-12 17:56:59,polyquity,Polygon,323325.39133,PolyQuity,CDP,PolyQuity,0.0,609.2347776546584,1,0.0,1,609.2347776546584
13137,2022-09-12 17:59:07,dungeonswap,Binance,83846.57143,DungeonSwap,Yield,DungeonSwap,40.40830979365424,552.9597599537814,1,0.04819315698244078,1,552.9597599537814
13653,2022-09-12 17:59:07,timewarp,Binance,286430.92024999997,Timewarp,Staking,Timewarp,49.73630228906654,502.28075640838927,1,0.017364152670967286,1,502.28075640838927
13620,2022-09-12 17:59:07,symbiosis-finance,Binance,1395596.7686100001,Symbiosis Finance,Cross Chain,Symbiosis Finance,-14014.877922600372,491.65504577382126,1,-1.0042211502509457,1,491.65504577382126
13109,2022-09-12 17:59:07,debridge,Binance,10797.98129,deBridge,Bridge,deBridge,16.574773516190962,486.13571600000455,1,0.1534988167792145,1,486.13571600000455
12824,2022-09-12 17:59:02,spice-trade,Polygon,3966.1903899999998,Spice Trade,Algo-Stables,Spice Trade,-36.83638013465422,484.6883247500775,1,-0.9287597546383601,1,484.6883247500775
13190,2022-09-12 17:59:07,fuji-dao,Arbitrum,714.96633,Fuji DAO,Lending,Fuji DAO,0.0,482.55765438634893,1,0.0,1,482.55765438634893
13045,2022-09-12 17:59:07,cashcow-protocol,Binance,57094.366219999996,CashCow Protocol,Yield,CashCow Protocol,66.75081009334708,480.2762031121273,1,0.11691312911003898,1,480.2762031121273
12656,2022-09-12 17:59:02,klima-dao,Polygon,46012724.20338,Klima DAO,Reserve Currency,Klima DAO,-33.549375893311186,453.4646025630443,1,-7.291325709171272e-05,1,453.4646025630443
13172,2022-09-12 17:59:07,float-protocol,Ethereum,660292.23937,Float Protocol,Yield,Float Protocol,4.088917255856018,429.44879654619143,1,0.0006192587178909368,1,429.44879654619143
12645,2022-09-12 17:59:02,itrust-finance,Ethereum,986563.78171,iTrust Finance,Insurance,iTrust Finance,0.0,351.6109993764786,1,0.0,1,351.6109993764786
13432,2022-09-12 17:59:07,paraluni,Binance,734078.6017100001,Paraluni,Yield,Paraluni,11845.525450896212,349.751716088138,1,1.6136590037228493,1,349.751716088138
12500,2022-09-12 17:59:02,bxh,Ethereum,24071.60896,BXH,Yield,BXH,0.0,320.3371164562115,1,0.0,1,320.3371164562115
12945,2022-09-12 17:59:07,amun,Polygon,245091.6278,Amun,Indexes,Amun,1062.846306576666,309.7725403736239,1,0.43365263681873756,1,309.7725403736239
12702,2022-09-12 17:59:02,mole,Avalanche,106167.47987,Mole,Yield,Mole,307.8394097690874,309.141356851169,1,0.2899564067509474,1,309.141356851169
13162,2022-09-12 17:59:07,fantohm,Ethereum,1123629.7518799999,Fantohm,Reserve Currency,Fantohm,38.80102531249481,299.26071864882397,1,0.0034531860025577743,1,299.26071864882397
13481,2022-09-12 17:59:07,popcorn,Ethereum,1277391.08612,Popcorn,Yield,Popcorn,8.663975320128607,272.55091569984825,1,0.0006782555017230408,1,272.55091569984825
13021,2022-09-12 17:59:07,boringdao,Arbitrum,61088.707200000004,BoringDAO,Cross Chain,BoringDAO,0.0,267.5471739878505,1,0.0,1,267.5471739878505
12815,2022-09-12 17:59:02,smbswap,Binance,8148.90535,SMBSwap,Dexes,SMBSwap,-72.66461201032364,265.3251025646816,1,-0.8917100995696757,1,265.3251025646816
13161,2022-09-12 17:59:07,everrise,Polygon,117570.98903,EverRise,Services,EverRise,-171.39680297553898,254.8667617982051,1,-0.14578154389073353,1,254.8667617982051
13402,2022-09-12 17:59:07,omicron,Arbitrum,38964.047869999995,Omicron,Reserve Currency,Omicron,0.0,254.09873962270237,1,0.0,1,254.09873962270237
12765,2022-09-12 17:59:02,polydex-cryption-network,Polygon,34479.87752,PolyDEX-Cryption Network,Dexes,PolyDEX-Cryption Network,244.67657696727426,254.06483534844915,1,0.7096213634324832,1,254.06483534844915
13503,2022-09-12 17:59:07,railgun,Polygon,8069.37852,Railgun,Privacy,Railgun,-214.2463528076509,242.99650420905465,1,-2.6550539459344993,1,242.99650420905465
13614,2022-09-12 17:59:07,swapr,Ethereum,937459.6257900001,Swapr,Dexes,Swapr,5816.808022252996,233.18659619738537,1,0.6204862441250368,1,233.18659619738537
13098,2022-09-12 17:59:07,cubo,Polygon,3578.575,Cubo,Yield,Cubo,0.0,224.97375,1,0.0,1,224.97375
12461,2022-09-12 17:59:02,arbirise-finance,Arbitrum,8080.96615,ArbiRise Finance,Yield,ArbiRise Finance,-26.281639098845897,221.22651908265289,1,-0.32522892202494746,1,221.22651908265289
13560,2022-09-12 17:59:07,singular-farm,Polygon,14299.33002,Singular Farm,Yield,Singular Farm,-1.8860887233031924,207.8425959348708,1,-0.013190049608374535,1,207.8425959348708
13192,2022-09-12 17:59:07,fuji-dao,Polygon,3029.5985,Fuji DAO,Lending,Fuji DAO,0.0,192.89608921078747,1,0.0,1,192.89608921078747
13380,2022-09-12 17:59:07,nft20,Ethereum,207071.67626,NFT20,NFT Marketplace,NFT20,-557.0102815815229,188.4184708944257,1,-0.2689939501345122,1,188.4184708944257
12795,2022-09-12 17:59:02,rocifi,Polygon,106638.64599,RociFi,Lending,RociFi,1100.9740543663365,186.05520867148505,1,1.0324343901268025,1,186.05520867148505
13394,2022-09-12 17:59:07,octus-bridge,Binance,12923.01808,Octus Bridge,Bridge,Octus Bridge,0.0,179.4061120680448,1,0.0,1,179.4061120680448
13747,2022-09-12 17:59:07,xdao,Ethereum,5613.89863,XDAO,Services,XDAO,-17.262126093967456,175.19327421711637,1,-0.307489095042093,1,175.19327421711637
12426,2022-09-12 17:56:59,swamp-finance,Binance,474616.76529,Swamp Finance,Yield,Swamp Finance,-800.1172678807487,172.43657131547673,1,-0.16858175403725184,1,172.43657131547673
12709,2022-09-12 17:59:02,nest-protocol,Ethereum,46674.01147,Nest Protocol,Oracle,Nest Protocol,0.0,170.0803261487268,1,0.0,1,170.0803261487268
12914,2022-09-12 17:59:02,yogi-finance,Binance,11381.49636,Yogi Finance,Dexes,Yogi Finance,47.5386499999986,149.54779023936302,1,0.4176836550866199,1,149.54779023936302
12574,2022-09-12 17:59:02,empiredex,Binance,947466.94313,EmpireDEX,Dexes,EmpireDEX,209.08991473577706,142.58744363914673,1,0.02206830710579084,1,142.58744363914673
13372,2022-09-12 17:59:07,neku,Binance,15646.61835,Neku,Lending,Neku,0.0,141.0748439248618,1,0.0,1,141.0748439248618
13388,2022-09-12 17:59:07,north-pole,Avalanche,1957.84927,North Pole,CDP,North Pole,36.06695999999988,140.60513011245325,1,1.8421724569225844,1,140.60513011245325
13617,2022-09-12 17:59:07,swipe,Binance,109889.15359,Swipe,Dexes,Swipe,2.0962614059987743,130.77669525378928,1,0.0019076144801515112,1,130.77669525378928
13175,2022-09-12 17:59:07,flux-protocol,Ethereum,2856.41683,Flux Protocol,Lending,Flux Protocol,-6.614039999999932,105.4539770913783,1,-0.2315502391154841,1,105.4539770913783
12980,2022-09-12 17:59:07,auraswap,Polygon,2276.02421,AuraSwap,Dexes,AuraSwap,-6.321964754834799,101.82257546385486,1,-0.27776351090899853,1,101.82257546385486
12432,2022-09-12 17:56:59,yfii,Ethereum,100110.64889,YFII,Yield Aggregator,YFII,6.7450924087956565,95.4313480185252,1,0.006737637287924342,1,95.4313480185252
11017,2022-09-11 07:59:20,sushiswap-kashi,Binance,41180.13263,Sushiswap Kashi,Lending,SushiSwap,-11470.236333224882,86.74228482325452,1,-27.85381105078991,1,86.74228482325452
13025,2022-09-12 17:59:07,boringdao,Optimism,27464.86352,BoringDAO,Cross Chain,BoringDAO,0.0,72.63602899257086,1,0.0,1,72.63602899257086
13772,2022-09-12 17:59:07,youswap,Binance,54018.7923,YouSwap,Dexes,YouSwap,-3.066602196750239,54.10382494534658,1,-0.005676917358165815,1,54.10382494534658
12724,2022-09-12 17:59:02,onx-finance,Polygon,992.34117,OnX Finance,Yield Aggregator,OnX Finance,4.3326900000000705,48.15366954233538,1,0.43661294431632525,1,48.15366954233538
13529,2022-09-12 17:59:07,rikkei-finance,Binance,322356.90390000003,Rikkei Finance,Lending,Rikkei Finance,1.1733200450815058,43.080701745527236,1,0.0003639816709014823,1,43.080701745527236
12431,2022-09-12 17:56:59,xtoken,Optimism,108.23083,xToken,Services,xToken,0.0,40.95129207992821,1,0.0,1,40.95129207992821
13027,2022-09-12 17:59:07,bourbon-dao,Binance,160.57578,Bourbon DAO,Reserve Currency,Bourbon DAO,24.65482688316607,39.514826883166066,1,15.354013465272327,1,39.514826883166066
13352,2022-09-12 17:59:07,mochiswap,Binance,45777.75411,MochiSwap,Dexes,MochiSwap,-24.177039278272442,39.136920238921434,1,-0.05281394805908804,1,39.136920238921434
13079,2022-09-12 17:59:07,cougarswap,Binance,10862.61023,CougarSwap,Yield,CougarSwap,0.3143704859568144,34.271859997327155,1,0.0028940602608440863,1,34.271859997327155
12563,2022-09-12 17:59:02,domination-finance,Polygon,205076.35036,Domination Finance,Synthetics,Domination Finance,0.0,34.18147687917546,1,0.0,1,34.18147687917546
13701,2022-09-12 17:59:07,universe-finance,Polygon,2117.65573,Universe Finance,Yield,Universe Finance,16.377143241799715,32.05608353336734,1,0.773361930827147,1,32.05608353336734
12513,2022-09-12 17:59:02,complus-network,Binance,17409.21841,Complus Network,Dexes,Complus Network,29.358412137562308,31.05430647931308,1,0.16863716363451786,1,31.05430647931308
13351,2022-09-12 17:59:07,mobius-finance,Polygon,58420.901439999994,Mobius Finance,Synthetics,Mobius Finance,-1.3196198358543825,30.57301448277,1,-0.0022588145737697514,1,30.57301448277
13398,2022-09-12 17:59:07,oddz,Binance,29419.49019,Oddz,Options,Oddz,0.0,28.0,1,0.0,1,28.0
13583,2022-09-12 17:59:07,stafi,Binance,82185.1994,Stafi,Staking,Stafi,0.0,27.93200000000635,1,0.0,1,27.93200000000635
12858,2022-09-12 17:59:02,the-grand-banks,Binance,14705.47367,The Grand Banks,Yield,The Grand Banks,-81.81279512716131,26.07011860705225,1,-0.5563424678666696,1,26.07011860705225
13343,2022-09-12 17:59:07,mfinance,Ethereum,57356.52231,MFinance,Staking,MFinance,0.0,24.342475592403666,1,0.0,1,24.342475592403666
12748,2022-09-12 17:59:02,parrot-defi,Arbitrum,5681.368,Parrot Defi,Farm,Parrot Defi,1.7751973380480157,20.670301620417096,1,0.03124594882866267,1,20.670301620417096
13033,2022-09-12 17:59:07,buffaloswap,Binance,6431.39241,Buffaloswap,Yield,Buffaloswap,19.745494857330186,19.006471272261717,1,0.30701741704686597,1,19.006471272261717
12606,2022-09-12 17:59:02,halodao,Arbitrum,173.92287,HaloDAO,Yield,HaloDAO,0.09715058112833261,17.785722289410362,1,0.05585842800796273,1,17.785722289410362
12944,2022-09-12 17:59:07,amun,Ethereum,131735.82957,Amun,Indexes,Amun,1.757711357313591,16.804310223579844,1,0.0013342697753913654,1,16.804310223579844
12956,2022-09-12 17:59:07,ante-finance,Ethereum,510805.253,Ante Finance,Insurance,Ante Finance,0.0,16.385600075242,1,0.0,1,16.385600075242
12873,2022-09-12 17:59:02,union-protocol,Ethereum,327651.89567,Union Protocol,Lending,Union Protocol,0.0,14.620430467855634,1,0.0,1,14.620430467855634
12596,2022-09-12 17:59:02,frost-finance,Avalanche,57253.8463,Frost Finance,Yield,Frost Finance,3.7618618351806665,11.871169737747923,1,0.00657049626931469,1,11.871169737747923
13482,2022-09-12 17:59:07,powerbomb-finance,Avalanche,38351.02855,Powerbomb Finance,Yield,Powerbomb Finance,0.8620800000062445,11.854207599954425,1,0.002247866700321508,1,11.854207599954425
13082,2022-09-12 17:59:07,cover-protocol,Ethereum,816787.23155,Cover Protocol,Insurance,Cover Protocol,0.8316107799598789,11.379129476179223,1,0.00010181486044802004,1,11.379129476179223
12895,2022-09-12 17:59:02,waterfall-bsc,Binance,27428.46459,Waterfall BSC,Yield,Waterfall Finance,0.8240089409535073,10.951012319050873,1,0.003004210965764115,1,10.951012319050873
12745,2022-09-12 17:59:02,pankuku,Binance,1263.14646,PanKUKU,Dexes,PanKUKU,0.0,10.843178968156687,1,0.0,1,10.843178968156687
13031,2022-09-12 17:59:07,bring.finance,Binance,2955.16053,Bring.Finance,Yield,Bring.Finance,1.0428718841074835,10.638259879181692,1,0.03528985561090597,1,10.638259879181692
13338,2022-09-12 17:59:07,merlin,Binance,90113.85772,Merlin,Yield,Merlin,0.9491785114594045,9.059318901334503,1,0.0010533102626775486,1,9.059318901334503
13108,2022-09-12 17:59:07,debridge,Arbitrum,10481.15978,deBridge,Bridge,deBridge,0.0,8.963814942087918,1,0.0,1,8.963814942087918
13465,2022-09-12 17:59:07,pods-finance,Polygon,258529.05370999998,Pods Finance,Options,podsFinance,0.6202953200561544,8.76341829899041,1,0.00023993253800865213,1,8.76341829899041
13555,2022-09-12 17:59:07,shibance,Binance,6346.63404,Shibance,Dexes,Shibance,0.0,7.409889877857769,1,0.0,1,7.409889877857769
13476,2022-09-12 17:59:07,pooltogether,Binance,6937.377210000001,PoolTogether,Services,PoolTogether,0.0,7.171072987959198,1,0.0,1,7.171072987959198
13297,2022-09-12 17:59:07,layer2-finance,Ethereum,232964.02124000003,Layer2 Finance,Yield,Layer2 Finance,0.4659641899778668,6.600652690714072,1,0.00020001551634354282,1,6.600652690714072
12936,2022-09-12 17:59:07,algebra-dex,Polygon,331022.69581,Algebra DEX,Dexes,Algebra DEX,18.33751562563026,6.441318594221453,1,0.005539655092457952,1,6.441318594221453
13649,2022-09-12 17:59:07,thorusfi,Avalanche,28363.61461,ThorusFi,Dexes,ThorusFi,13.428134722121674,6.324916787452596,1,0.04734281898396473,1,6.324916787452596
13129,2022-09-12 17:59:07,dopex,Arbitrum,31133826.26285,Dopex,Options,Dopex,0.2807500000053551,5.120469200661242,1,9.01752317993616e-07,1,5.120469200661242
12591,2022-09-12 17:59:02,filda,Polygon,13441.36979,FilDA,Lending,FilDA,0.0,4.183223017977621,1,0.0,1,4.183223017977621
13406,2022-09-12 17:59:07,ooki,Arbitrum,52222.66032,Ooki,Lending,Ooki,-9.999999747378752e-06,4.006043764295619,1,-1.914877504535899e-08,1,4.006043764295619
12548,2022-09-12 17:59:02,definer,Polygon,794.38597,DeFiner,Lending,DeFiner,0.0,3.5568283333333333,1,0.0,1,3.5568283333333333
12871,2022-09-12 17:59:02,twindex,Binance,122810.75244000001,Twindex,Options,Twindex,-1.1139410547680875,3.4404183513542304,1,-0.0009070387019347599,1,3.4404183513542304
12991,2022-09-12 17:59:07,banksy-farm,Avalanche,9973.6078,Banksy Farm,Yield,Banksy Farm,0.7932138394018313,3.34215566076442,1,0.007953128449685291,1,3.34215566076442
12673,2022-09-12 17:59:02,macaronswap,Polygon,12637.46945,MacaronSwap,Dexes,MacaronSwap,0.4067819917476072,3.2944316329076253,1,0.00321885638067839,1,3.2944316329076253
13469,2022-09-12 17:59:07,polygonfarm-finance,Polygon,60518.01745,PolygonFarm Finance,Yield,PolygonFarm Finance,2.78509027961445,2.409759841304715,1,0.004602084465036371,1,2.409759841304715
12720,2022-09-12 17:59:02,onering,Polygon,4474.79528,OneRing,Yield,OneRing,0.24407382972980515,1.6405581559880282,1,0.0054544133185419185,1,1.6405581559880282
13232,2022-09-12 17:59:07,hodltree,Ethereum,39955.93822,Hodltree,Lending,Hodltree,0.08577656000269718,1.3568567611015774,1,0.0002146778772416902,1,1.3568567611015774
13607,2022-09-12 17:59:07,superman-swap,Binance,2412.5585300000002,Superman Swap,Yield Aggregator,Superman Swap,0.11259229073018963,1.1876867016002446,1,0.004666924732814238,1,1.1876867016002446
12722,2022-09-12 17:59:02,onx-finance,Avalanche,13.07217,OnX Finance,Yield Aggregator,OnX Finance,0.3005300000000002,1.0676433162133503,1,2.2990062093745736,1,1.0676433162133503
13017,2022-09-12 17:59:07,blizzard,Avalanche,2905.39581,Blizzard,Yield,Blizzard,0.27199448313301033,1.0196599531150357,1,0.009361701500251366,1,1.0196599531150357
12804,2022-09-12 17:59:02,securo-finance,Avalanche,7.60816,Securo Finance,Indexes,Securo Finance,0.2243599999999999,0.8750732764748919,1,2.9489390338794124,1,0.8750732764748919
12769,2022-09-12 17:59:02,polyshield,Polygon,15092.61601,PolyShield,Yield,PolyShield,0.3099464076881937,0.8383859378504692,1,0.0020536294535210514,1,0.8383859378504692
13654,2022-09-12 17:59:07,timewarp,Ethereum,714.70785,Timewarp,Staking,Timewarp,-0.03640910992794044,0.7835170172477539,1,-0.005094264730398644,1,0.7835170172477539
13364,2022-09-12 17:59:07,mushrooms-finance,Binance,3006.88053,Mushrooms Finance,Yield Aggregator,Mushrooms Finance,0.13703106965424827,0.5546014127687111,1,0.004557250222849667,1,0.5546014127687111
13059,2022-09-12 17:59:07,clayswap,Binance,878.59717,ClaySwap,Farm,ClaySwap,0.018386568302107165,0.4983289929888777,1,0.0020927188169872165,1,0.4983289929888777
13346,2022-09-12 17:59:07,mirai,Polygon,299.27729,Mirai,Yield,Mirai,7.897535235809182e-05,0.474282151769011,1,2.638868868335844e-05,1,0.474282151769011
13404,2022-09-12 17:59:07,oneswap,Binance,1464.28396,OneSwap,Dexes,OneSwap,0.025840000000016516,0.39642615369517453,1,0.0017646850410091577,1,0.39642615369517453
12796,2022-09-12 17:59:02,s-finance,Ethereum,15916.87123,S Finance,Dexes,S Finance,0.0,0.3366759549567965,1,0.0,1,0.3366759549567965
12647,2022-09-12 17:59:02,jaguarswap,Arbitrum,341.92246,JaguarSwap,Yield,JaguarSwap,0.05283437320476586,0.3194689011202263,1,0.015452150526983767,1,0.3194689011202263
13531,2022-09-12 17:59:07,risk-harbor,Avalanche,249707.49638,Risk Harbor,Insurance,Risk Harbor,-0.008688362815068906,0.3028496781030857,1,-3.479416093238597e-06,1,0.3028496781030857
12698,2022-09-12 17:59:02,mintswap,Avalanche,1547.47712,MintSwap,Services,MintSwap,0.12925500907236653,0.2648068349588186,1,0.008352628119785483,1,0.2648068349588186
13169,2022-09-12 17:59:07,firedao,Ethereum,2222.57708,FireDAO,Yield,FireDAO,0.004264969993165098,0.25806432330573675,1,0.0001918930070657031,1,0.25806432330573675
