,date,token,token_value,usd_value,protocol,chain,last_token_value
18206,2022-09-04 00:00:00,AELIN,,,uniswap,Optimism,
3230,2022-09-04 00:00:00,WBTC,,,uniswap,Optimism,
890,2022-09-04 00:00:00,SETH,,,uniswap,Optimism,
14462,2022-09-04 00:00:00,HND,,,uniswap,Optimism,
16334,2022-09-04 00:00:00,CRV,,,uniswap,Optimism,
12590,2022-09-04 00:00:00,SPANK,,,uniswap,Optimism,
5102,2022-09-04 00:00:00,LINK,,,uniswap,Optimism,
17738,2022-09-04 00:00:00,BOB,,,uniswap,Optimism,
11654,2022-09-04 00:00:00,MKR,,,uniswap,Optimism,
1826,2022-09-04 00:00:00,WETH,,,uniswap,Optimism,
2294,2022-09-04 00:00:00,DAI,,,uniswap,Optimism,
8378,2022-09-04 00:00:00,ENS,,,uniswap,Optimism,
14930,2022-09-04 00:00:00,THALES,,,uniswap,Optimism,
6974,2022-09-04 00:00:00,RGT,,,uniswap,Optimism,
9314,2022-09-04 00:00:00,SARCO,,,uniswap,Optimism,
7442,2022-09-04 00:00:00,RETH,,,uniswap,Optimism,
13058,2022-09-04 00:00:00,DHT,,,uniswap,Optimism,
4166,2022-09-04 00:00:00,SLINK,,,uniswap,Optimism,
18674,2022-09-04 00:00:00,LUSD,,,uniswap,Optimism,
9781,2022-09-03 00:00:00,LYRA,,,uniswap,Optimism,
13057,2022-09-03 00:00:00,DHT,,,uniswap,Optimism,
12589,2022-09-03 00:00:00,SPANK,,,uniswap,Optimism,
2761,2022-09-03 00:00:00,UNI,,,uniswap,Optimism,
7441,2022-09-03 00:00:00,RETH,,,uniswap,Optimism,
6973,2022-09-03 00:00:00,RGT,,,uniswap,Optimism,
16333,2022-09-03 00:00:00,CRV,,,uniswap,Optimism,
17269,2022-09-03 00:00:00,AAVE,,,uniswap,Optimism,
3697,2022-09-03 00:00:00,SUSD,,,uniswap,Optimism,
14461,2022-09-03 00:00:00,HND,,,uniswap,Optimism,
15397,2022-09-03 00:00:00,EQZ,,,uniswap,Optimism,
421,2022-09-03 00:00:00,USDT,59517554.62475,59517554.62475,uniswap,Optimism,59802473.11755
17737,2022-09-03 00:00:00,BOB,,,uniswap,Optimism,
5101,2022-09-03 00:00:00,LINK,,,uniswap,Optimism,
4633,2022-09-03 00:00:00,SBTC,,,uniswap,Optimism,
12121,2022-09-03 00:00:00,PERP,,,uniswap,Optimism,
8845,2022-09-03 00:00:00,BITANT,,,uniswap,Optimism,
1825,2022-09-03 00:00:00,WETH,,,uniswap,Optimism,
3229,2022-09-03 00:00:00,WBTC,,,uniswap,Optimism,
2293,2022-09-03 00:00:00,DAI,,,uniswap,Optimism,
10249,2022-09-03 00:00:00,DCN,,,uniswap,Optimism,
5569,2022-09-03 00:00:00,USDC,,,uniswap,Optimism,
15865,2022-09-03 00:00:00,OP,,,uniswap,Optimism,
889,2022-09-03 00:00:00,SETH,,,uniswap,Optimism,
13525,2022-09-03 00:00:00,EST,,,uniswap,Optimism,
11185,2022-09-03 00:00:00,KROM,,,uniswap,Optimism,
18205,2022-09-03 00:00:00,AELIN,,,uniswap,Optimism,
8377,2022-09-03 00:00:00,ENS,,,uniswap,Optimism,
10717,2022-09-03 00:00:00,WPC,,,uniswap,Optimism,
14929,2022-09-03 00:00:00,THALES,,,uniswap,Optimism,
9313,2022-09-03 00:00:00,SARCO,,,uniswap,Optimism,
7909,2022-09-03 00:00:00,PAPER,,,uniswap,Optimism,
18673,2022-09-03 00:00:00,LUSD,,,uniswap,Optimism,
11653,2022-09-03 00:00:00,MKR,,,uniswap,Optimism,
16801,2022-09-03 00:00:00,WSTETH,,,uniswap,Optimism,
4165,2022-09-03 00:00:00,SLINK,,,uniswap,Optimism,
6037,2022-09-03 00:00:00,RAI,,,uniswap,Optimism,
6505,2022-09-03 00:00:00,SNX,,,uniswap,Optimism,
1357,2022-09-03 00:00:00,0XBTC,,,uniswap,Optimism,
13993,2022-09-03 00:00:00,XCHF,,,uniswap,Optimism,
8844,2022-09-02 00:00:00,BITANT,,,uniswap,Optimism,
6504,2022-09-02 00:00:00,SNX,,,uniswap,Optimism,
18672,2022-09-02 00:00:00,LUSD,,,uniswap,Optimism,
11652,2022-09-02 00:00:00,MKR,,,uniswap,Optimism,
4164,2022-09-02 00:00:00,SLINK,,,uniswap,Optimism,
420,2022-09-02 00:00:00,USDT,59802473.11755,59802473.11755,uniswap,Optimism,58853952.47669
13992,2022-09-02 00:00:00,XCHF,,,uniswap,Optimism,
5568,2022-09-02 00:00:00,USDC,,,uniswap,Optimism,
13056,2022-09-02 00:00:00,DHT,,,uniswap,Optimism,
12588,2022-09-02 00:00:00,SPANK,,,uniswap,Optimism,
13524,2022-09-02 00:00:00,EST,,,uniswap,Optimism,
9312,2022-09-02 00:00:00,SARCO,,,uniswap,Optimism,
18204,2022-09-02 00:00:00,AELIN,,,uniswap,Optimism,
10248,2022-09-02 00:00:00,DCN,,,uniswap,Optimism,
11184,2022-09-02 00:00:00,KROM,,,uniswap,Optimism,
17736,2022-09-02 00:00:00,BOB,,,uniswap,Optimism,
14460,2022-09-02 00:00:00,HND,,,uniswap,Optimism,
12120,2022-09-02 00:00:00,PERP,,,uniswap,Optimism,
7908,2022-09-02 00:00:00,PAPER,,,uniswap,Optimism,
14928,2022-09-02 00:00:00,THALES,,,uniswap,Optimism,
6036,2022-09-02 00:00:00,RAI,,,uniswap,Optimism,
6972,2022-09-02 00:00:00,RGT,,,uniswap,Optimism,
15864,2022-09-02 00:00:00,OP,,,uniswap,Optimism,
1356,2022-09-02 00:00:00,0XBTC,,,uniswap,Optimism,
3228,2022-09-02 00:00:00,WBTC,,,uniswap,Optimism,
2760,2022-09-02 00:00:00,UNI,,,uniswap,Optimism,
4632,2022-09-02 00:00:00,SBTC,,,uniswap,Optimism,
1824,2022-09-02 00:00:00,WETH,,,uniswap,Optimism,
888,2022-09-02 00:00:00,SETH,,,uniswap,Optimism,
5100,2022-09-02 00:00:00,LINK,,,uniswap,Optimism,
9780,2022-09-02 00:00:00,LYRA,,,uniswap,Optimism,
2292,2022-09-02 00:00:00,DAI,,,uniswap,Optimism,
7440,2022-09-02 00:00:00,RETH,,,uniswap,Optimism,
15396,2022-09-02 00:00:00,EQZ,,,uniswap,Optimism,
16332,2022-09-02 00:00:00,CRV,,,uniswap,Optimism,
3696,2022-09-02 00:00:00,SUSD,,,uniswap,Optimism,
16800,2022-09-02 00:00:00,WSTETH,,,uniswap,Optimism,
8376,2022-09-02 00:00:00,ENS,,,uniswap,Optimism,
17268,2022-09-02 00:00:00,AAVE,,,uniswap,Optimism,
10716,2022-09-02 00:00:00,WPC,,,uniswap,Optimism,
8375,2022-09-01 00:00:00,ENS,,,uniswap,Optimism,
13991,2022-09-01 00:00:00,XCHF,,,uniswap,Optimism,
17735,2022-09-01 00:00:00,BOB,,,uniswap,Optimism,
14459,2022-09-01 00:00:00,HND,,,uniswap,Optimism,
15395,2022-09-01 00:00:00,EQZ,,,uniswap,Optimism,
10247,2022-09-01 00:00:00,DCN,,,uniswap,Optimism,
18203,2022-09-01 00:00:00,AELIN,,,uniswap,Optimism,
11183,2022-09-01 00:00:00,KROM,,,uniswap,Optimism,
14927,2022-09-01 00:00:00,THALES,,,uniswap,Optimism,
12119,2022-09-01 00:00:00,PERP,,,uniswap,Optimism,
6035,2022-09-01 00:00:00,RAI,,,uniswap,Optimism,
15863,2022-09-01 00:00:00,OP,,,uniswap,Optimism,
10715,2022-09-01 00:00:00,WPC,,,uniswap,Optimism,
2291,2022-09-01 00:00:00,DAI,,,uniswap,Optimism,
5567,2022-09-01 00:00:00,USDC,,,uniswap,Optimism,
6971,2022-09-01 00:00:00,RGT,,,uniswap,Optimism,
4631,2022-09-01 00:00:00,SBTC,,,uniswap,Optimism,
3227,2022-09-01 00:00:00,WBTC,,,uniswap,Optimism,
1355,2022-09-01 00:00:00,0XBTC,,,uniswap,Optimism,
9311,2022-09-01 00:00:00,SARCO,,,uniswap,Optimism,
16799,2022-09-01 00:00:00,WSTETH,,,uniswap,Optimism,
11651,2022-09-01 00:00:00,MKR,,,uniswap,Optimism,
419,2022-09-01 00:00:00,USDT,58853952.47669,58971660.38164,uniswap,Optimism,55148694.1713
2759,2022-09-01 00:00:00,UNI,,,uniswap,Optimism,
9779,2022-09-01 00:00:00,LYRA,,,uniswap,Optimism,
7439,2022-09-01 00:00:00,RETH,,,uniswap,Optimism,
6503,2022-09-01 00:00:00,SNX,,,uniswap,Optimism,
16331,2022-09-01 00:00:00,CRV,,,uniswap,Optimism,
8843,2022-09-01 00:00:00,BITANT,,,uniswap,Optimism,
17267,2022-09-01 00:00:00,AAVE,,,uniswap,Optimism,
13055,2022-09-01 00:00:00,DHT,,,uniswap,Optimism,
1823,2022-09-01 00:00:00,WETH,,,uniswap,Optimism,
5099,2022-09-01 00:00:00,LINK,,,uniswap,Optimism,
4163,2022-09-01 00:00:00,SLINK,,,uniswap,Optimism,
7907,2022-09-01 00:00:00,PAPER,,,uniswap,Optimism,
13523,2022-09-01 00:00:00,EST,,,uniswap,Optimism,
3695,2022-09-01 00:00:00,SUSD,,,uniswap,Optimism,
12587,2022-09-01 00:00:00,SPANK,,,uniswap,Optimism,
18671,2022-09-01 00:00:00,LUSD,,,uniswap,Optimism,
887,2022-09-01 00:00:00,SETH,,,uniswap,Optimism,
18670,2022-08-31 00:00:00,LUSD,,,uniswap,Optimism,
10246,2022-08-31 00:00:00,DCN,,,uniswap,Optimism,
4630,2022-08-31 00:00:00,SBTC,,,uniswap,Optimism,
16798,2022-08-31 00:00:00,WSTETH,,,uniswap,Optimism,
6970,2022-08-31 00:00:00,RGT,,,uniswap,Optimism,
7438,2022-08-31 00:00:00,RETH,,,uniswap,Optimism,
17734,2022-08-31 00:00:00,BOB,,,uniswap,Optimism,
1822,2022-08-31 00:00:00,WETH,,,uniswap,Optimism,
8374,2022-08-31 00:00:00,ENS,,,uniswap,Optimism,
13054,2022-08-31 00:00:00,DHT,,,uniswap,Optimism,
886,2022-08-31 00:00:00,SETH,,,uniswap,Optimism,
14926,2022-08-31 00:00:00,THALES,,,uniswap,Optimism,
2290,2022-08-31 00:00:00,DAI,,,uniswap,Optimism,
9310,2022-08-31 00:00:00,SARCO,,,uniswap,Optimism,
7906,2022-08-31 00:00:00,PAPER,,,uniswap,Optimism,
418,2022-08-31 00:00:00,USDT,55148694.1713,55179023.06689,uniswap,Optimism,56343887.24532
4162,2022-08-31 00:00:00,SLINK,,,uniswap,Optimism,
14458,2022-08-31 00:00:00,HND,,,uniswap,Optimism,
1354,2022-08-31 00:00:00,0XBTC,,,uniswap,Optimism,
11182,2022-08-31 00:00:00,KROM,,,uniswap,Optimism,
2758,2022-08-31 00:00:00,UNI,,,uniswap,Optimism,
6502,2022-08-31 00:00:00,SNX,,,uniswap,Optimism,
8842,2022-08-31 00:00:00,BITANT,,,uniswap,Optimism,
3226,2022-08-31 00:00:00,WBTC,,,uniswap,Optimism,
11650,2022-08-31 00:00:00,MKR,,,uniswap,Optimism,
3694,2022-08-31 00:00:00,SUSD,,,uniswap,Optimism,
5098,2022-08-31 00:00:00,LINK,,,uniswap,Optimism,
16330,2022-08-31 00:00:00,CRV,,,uniswap,Optimism,
12586,2022-08-31 00:00:00,SPANK,,,uniswap,Optimism,
17266,2022-08-31 00:00:00,AAVE,,,uniswap,Optimism,
13522,2022-08-31 00:00:00,EST,,,uniswap,Optimism,
9778,2022-08-31 00:00:00,LYRA,,,uniswap,Optimism,
6034,2022-08-31 00:00:00,RAI,,,uniswap,Optimism,
15394,2022-08-31 00:00:00,EQZ,,,uniswap,Optimism,
18202,2022-08-31 00:00:00,AELIN,,,uniswap,Optimism,
13990,2022-08-31 00:00:00,XCHF,,,uniswap,Optimism,
15862,2022-08-31 00:00:00,OP,,,uniswap,Optimism,
12118,2022-08-31 00:00:00,PERP,,,uniswap,Optimism,
10714,2022-08-31 00:00:00,WPC,,,uniswap,Optimism,
5566,2022-08-31 00:00:00,USDC,,,uniswap,Optimism,
7905,2022-08-30 00:00:00,PAPER,,,uniswap,Optimism,
16797,2022-08-30 00:00:00,WSTETH,,,uniswap,Optimism,
4161,2022-08-30 00:00:00,SLINK,,,uniswap,Optimism,
885,2022-08-30 00:00:00,SETH,,,uniswap,Optimism,
9777,2022-08-30 00:00:00,LYRA,,,uniswap,Optimism,
13989,2022-08-30 00:00:00,XCHF,,,uniswap,Optimism,
7437,2022-08-30 00:00:00,RETH,,,uniswap,Optimism,
15393,2022-08-30 00:00:00,EQZ,,,uniswap,Optimism,
1821,2022-08-30 00:00:00,WETH,,,uniswap,Optimism,
8373,2022-08-30 00:00:00,ENS,,,uniswap,Optimism,
9309,2022-08-30 00:00:00,SARCO,,,uniswap,Optimism,
10713,2022-08-30 00:00:00,WPC,,,uniswap,Optimism,
2289,2022-08-30 00:00:00,DAI,,,uniswap,Optimism,
14457,2022-08-30 00:00:00,HND,,,uniswap,Optimism,
14925,2022-08-30 00:00:00,THALES,,,uniswap,Optimism,
17265,2022-08-30 00:00:00,AAVE,,,uniswap,Optimism,
16329,2022-08-30 00:00:00,CRV,,,uniswap,Optimism,
3693,2022-08-30 00:00:00,SUSD,,,uniswap,Optimism,
417,2022-08-30 00:00:00,USDT,56343887.24532,56400231.13257,uniswap,Optimism,53962776.92771
8841,2022-08-30 00:00:00,BITANT,,,uniswap,Optimism,
18201,2022-08-30 00:00:00,AELIN,,,uniswap,Optimism,
3225,2022-08-30 00:00:00,WBTC,,,uniswap,Optimism,
6969,2022-08-30 00:00:00,RGT,,,uniswap,Optimism,
5565,2022-08-30 00:00:00,USDC,,,uniswap,Optimism,
15861,2022-08-30 00:00:00,OP,,,uniswap,Optimism,
6033,2022-08-30 00:00:00,RAI,,,uniswap,Optimism,
17733,2022-08-30 00:00:00,BOB,,,uniswap,Optimism,
4629,2022-08-30 00:00:00,SBTC,,,uniswap,Optimism,
11181,2022-08-30 00:00:00,KROM,,,uniswap,Optimism,
13053,2022-08-30 00:00:00,DHT,,,uniswap,Optimism,
10245,2022-08-30 00:00:00,DCN,,,uniswap,Optimism,
18669,2022-08-30 00:00:00,LUSD,,,uniswap,Optimism,
13521,2022-08-30 00:00:00,EST,,,uniswap,Optimism,
2757,2022-08-30 00:00:00,UNI,,,uniswap,Optimism,
5097,2022-08-30 00:00:00,LINK,,,uniswap,Optimism,
12585,2022-08-30 00:00:00,SPANK,,,uniswap,Optimism,
6501,2022-08-30 00:00:00,SNX,,,uniswap,Optimism,
12117,2022-08-30 00:00:00,PERP,,,uniswap,Optimism,
11649,2022-08-30 00:00:00,MKR,,,uniswap,Optimism,
1353,2022-08-30 00:00:00,0XBTC,,,uniswap,Optimism,
11648,2022-08-29 00:00:00,MKR,,,uniswap,Optimism,
16328,2022-08-29 00:00:00,CRV,,,uniswap,Optimism,
10712,2022-08-29 00:00:00,WPC,,,uniswap,Optimism,
1352,2022-08-29 00:00:00,0XBTC,,,uniswap,Optimism,
1820,2022-08-29 00:00:00,WETH,,,uniswap,Optimism,
14456,2022-08-29 00:00:00,HND,,,uniswap,Optimism,
12584,2022-08-29 00:00:00,SPANK,,,uniswap,Optimism,
17732,2022-08-29 00:00:00,BOB,,,uniswap,Optimism,
6968,2022-08-29 00:00:00,RGT,,,uniswap,Optimism,
884,2022-08-29 00:00:00,SETH,,,uniswap,Optimism,
11180,2022-08-29 00:00:00,KROM,,,uniswap,Optimism,
2288,2022-08-29 00:00:00,DAI,,,uniswap,Optimism,
2756,2022-08-29 00:00:00,UNI,,,uniswap,Optimism,
13520,2022-08-29 00:00:00,EST,,,uniswap,Optimism,
5096,2022-08-29 00:00:00,LINK,,,uniswap,Optimism,
6500,2022-08-29 00:00:00,SNX,,,uniswap,Optimism,
12116,2022-08-29 00:00:00,PERP,,,uniswap,Optimism,
8840,2022-08-29 00:00:00,BITANT,,,uniswap,Optimism,
9776,2022-08-29 00:00:00,LYRA,,,uniswap,Optimism,
13988,2022-08-29 00:00:00,XCHF,,,uniswap,Optimism,
3692,2022-08-29 00:00:00,SUSD,,,uniswap,Optimism,
17264,2022-08-29 00:00:00,AAVE,,,uniswap,Optimism,
15392,2022-08-29 00:00:00,EQZ,,,uniswap,Optimism,
14924,2022-08-29 00:00:00,THALES,,,uniswap,Optimism,
16796,2022-08-29 00:00:00,WSTETH,,,uniswap,Optimism,
4160,2022-08-29 00:00:00,SLINK,,,uniswap,Optimism,
18200,2022-08-29 00:00:00,AELIN,,,uniswap,Optimism,
6032,2022-08-29 00:00:00,RAI,,,uniswap,Optimism,
416,2022-08-29 00:00:00,USDT,53962776.92771,54016739.70464,uniswap,Optimism,54695405.31073
8372,2022-08-29 00:00:00,ENS,,,uniswap,Optimism,
9308,2022-08-29 00:00:00,SARCO,,,uniswap,Optimism,
7904,2022-08-29 00:00:00,PAPER,,,uniswap,Optimism,
7436,2022-08-29 00:00:00,RETH,,,uniswap,Optimism,
13052,2022-08-29 00:00:00,DHT,,,uniswap,Optimism,
10244,2022-08-29 00:00:00,DCN,,,uniswap,Optimism,
4628,2022-08-29 00:00:00,SBTC,,,uniswap,Optimism,
18668,2022-08-29 00:00:00,LUSD,,,uniswap,Optimism,
5564,2022-08-29 00:00:00,USDC,,,uniswap,Optimism,
15860,2022-08-29 00:00:00,OP,,,uniswap,Optimism,
3224,2022-08-29 00:00:00,WBTC,,,uniswap,Optimism,
2287,2022-08-28 00:00:00,DAI,,,uniswap,Optimism,
16327,2022-08-28 00:00:00,CRV,,,uniswap,Optimism,
16795,2022-08-28 00:00:00,WSTETH,,,uniswap,Optimism,
14923,2022-08-28 00:00:00,THALES,,,uniswap,Optimism,
11647,2022-08-28 00:00:00,MKR,,,uniswap,Optimism,
11179,2022-08-28 00:00:00,KROM,,,uniswap,Optimism,
7903,2022-08-28 00:00:00,PAPER,,,uniswap,Optimism,
17263,2022-08-28 00:00:00,AAVE,,,uniswap,Optimism,
7435,2022-08-28 00:00:00,RETH,,,uniswap,Optimism,
3223,2022-08-28 00:00:00,WBTC,,,uniswap,Optimism,
12115,2022-08-28 00:00:00,PERP,,,uniswap,Optimism,
4627,2022-08-28 00:00:00,SBTC,,,uniswap,Optimism,
5095,2022-08-28 00:00:00,LINK,,,uniswap,Optimism,
14455,2022-08-28 00:00:00,HND,,,uniswap,Optimism,
10711,2022-08-28 00:00:00,WPC,,,uniswap,Optimism,
8839,2022-08-28 00:00:00,BITANT,,,uniswap,Optimism,
4159,2022-08-28 00:00:00,SLINK,,,uniswap,Optimism,
10243,2022-08-28 00:00:00,DCN,,,uniswap,Optimism,
883,2022-08-28 00:00:00,SETH,,,uniswap,Optimism,
3691,2022-08-28 00:00:00,SUSD,,,uniswap,Optimism,
9775,2022-08-28 00:00:00,LYRA,,,uniswap,Optimism,
8371,2022-08-28 00:00:00,ENS,,,uniswap,Optimism,
13519,2022-08-28 00:00:00,EST,,,uniswap,Optimism,
6499,2022-08-28 00:00:00,SNX,,,uniswap,Optimism,
415,2022-08-28 00:00:00,USDT,54695405.31073,54750100.71604,uniswap,Optimism,52103789.43657
18199,2022-08-28 00:00:00,AELIN,,,uniswap,Optimism,
15859,2022-08-28 00:00:00,OP,,,uniswap,Optimism,
5563,2022-08-28 00:00:00,USDC,,,uniswap,Optimism,
13051,2022-08-28 00:00:00,DHT,,,uniswap,Optimism,
6967,2022-08-28 00:00:00,RGT,,,uniswap,Optimism,
13987,2022-08-28 00:00:00,XCHF,,,uniswap,Optimism,
15391,2022-08-28 00:00:00,EQZ,,,uniswap,Optimism,
1351,2022-08-28 00:00:00,0XBTC,,,uniswap,Optimism,
17731,2022-08-28 00:00:00,BOB,,,uniswap,Optimism,
9307,2022-08-28 00:00:00,SARCO,,,uniswap,Optimism,
2755,2022-08-28 00:00:00,UNI,,,uniswap,Optimism,
1819,2022-08-28 00:00:00,WETH,,,uniswap,Optimism,
18667,2022-08-28 00:00:00,LUSD,,,uniswap,Optimism,
6031,2022-08-28 00:00:00,RAI,,,uniswap,Optimism,
12583,2022-08-28 00:00:00,SPANK,,,uniswap,Optimism,
15858,2022-08-27 00:00:00,OP,,,uniswap,Optimism,
18198,2022-08-27 00:00:00,AELIN,,,uniswap,Optimism,
13518,2022-08-27 00:00:00,EST,,,uniswap,Optimism,
3222,2022-08-27 00:00:00,WBTC,,,uniswap,Optimism,
6498,2022-08-27 00:00:00,SNX,,,uniswap,Optimism,
1350,2022-08-27 00:00:00,0XBTC,,,uniswap,Optimism,
9306,2022-08-27 00:00:00,SARCO,,,uniswap,Optimism,
5562,2022-08-27 00:00:00,USDC,,,uniswap,Optimism,
6966,2022-08-27 00:00:00,RGT,,,uniswap,Optimism,
11646,2022-08-27 00:00:00,MKR,,,uniswap,Optimism,
10242,2022-08-27 00:00:00,DCN,,,uniswap,Optimism,
6030,2022-08-27 00:00:00,RAI,,,uniswap,Optimism,
12114,2022-08-27 00:00:00,PERP,,,uniswap,Optimism,
7902,2022-08-27 00:00:00,PAPER,,,uniswap,Optimism,
8838,2022-08-27 00:00:00,BITANT,,,uniswap,Optimism,
18666,2022-08-27 00:00:00,LUSD,,,uniswap,Optimism,
9774,2022-08-27 00:00:00,LYRA,,,uniswap,Optimism,
2754,2022-08-27 00:00:00,UNI,,,uniswap,Optimism,
5094,2022-08-27 00:00:00,LINK,,,uniswap,Optimism,
3690,2022-08-27 00:00:00,SUSD,,,uniswap,Optimism,
17262,2022-08-27 00:00:00,AAVE,,,uniswap,Optimism,
14922,2022-08-27 00:00:00,THALES,,,uniswap,Optimism,
15390,2022-08-27 00:00:00,EQZ,,,uniswap,Optimism,
16794,2022-08-27 00:00:00,WSTETH,,,uniswap,Optimism,
4158,2022-08-27 00:00:00,SLINK,,,uniswap,Optimism,
13986,2022-08-27 00:00:00,XCHF,,,uniswap,Optimism,
4626,2022-08-27 00:00:00,SBTC,,,uniswap,Optimism,
11178,2022-08-27 00:00:00,KROM,,,uniswap,Optimism,
13050,2022-08-27 00:00:00,DHT,,,uniswap,Optimism,
12582,2022-08-27 00:00:00,SPANK,,,uniswap,Optimism,
10710,2022-08-27 00:00:00,WPC,,,uniswap,Optimism,
2286,2022-08-27 00:00:00,DAI,,,uniswap,Optimism,
1818,2022-08-27 00:00:00,WETH,,,uniswap,Optimism,
414,2022-08-27 00:00:00,USDT,52103789.43657,52312204.59432,uniswap,Optimism,53674221.65261
8370,2022-08-27 00:00:00,ENS,,,uniswap,Optimism,
14454,2022-08-27 00:00:00,HND,,,uniswap,Optimism,
16326,2022-08-27 00:00:00,CRV,,,uniswap,Optimism,
17730,2022-08-27 00:00:00,BOB,,,uniswap,Optimism,
882,2022-08-27 00:00:00,SETH,,,uniswap,Optimism,
7434,2022-08-27 00:00:00,RETH,,,uniswap,Optimism,
15389,2022-08-26 00:00:00,EQZ,,,uniswap,Optimism,
12581,2022-08-26 00:00:00,SPANK,,,uniswap,Optimism,
2753,2022-08-26 00:00:00,UNI,,,uniswap,Optimism,
4625,2022-08-26 00:00:00,SBTC,,,uniswap,Optimism,
13517,2022-08-26 00:00:00,EST,,,uniswap,Optimism,
8837,2022-08-26 00:00:00,BITANT,,,uniswap,Optimism,
413,2022-08-26 00:00:00,USDT,53674221.65261,53835244.31757,uniswap,Optimism,52339581.49923
7433,2022-08-26 00:00:00,RETH,,,uniswap,Optimism,
2285,2022-08-26 00:00:00,DAI,,,uniswap,Optimism,
12113,2022-08-26 00:00:00,PERP,,,uniswap,Optimism,
5093,2022-08-26 00:00:00,LINK,,,uniswap,Optimism,
14921,2022-08-26 00:00:00,THALES,,,uniswap,Optimism,
8369,2022-08-26 00:00:00,ENS,,,uniswap,Optimism,
9773,2022-08-26 00:00:00,LYRA,,,uniswap,Optimism,
3689,2022-08-26 00:00:00,SUSD,,,uniswap,Optimism,
6497,2022-08-26 00:00:00,SNX,,,uniswap,Optimism,
18665,2022-08-26 00:00:00,LUSD,,,uniswap,Optimism,
881,2022-08-26 00:00:00,SETH,,,uniswap,Optimism,
11177,2022-08-26 00:00:00,KROM,,,uniswap,Optimism,
17729,2022-08-26 00:00:00,BOB,,,uniswap,Optimism,
11645,2022-08-26 00:00:00,MKR,,,uniswap,Optimism,
10241,2022-08-26 00:00:00,DCN,,,uniswap,Optimism,
16325,2022-08-26 00:00:00,CRV,,,uniswap,Optimism,
14453,2022-08-26 00:00:00,HND,,,uniswap,Optimism,
6965,2022-08-26 00:00:00,RGT,,,uniswap,Optimism,
6029,2022-08-26 00:00:00,RAI,,,uniswap,Optimism,
16793,2022-08-26 00:00:00,WSTETH,,,uniswap,Optimism,
13985,2022-08-26 00:00:00,XCHF,,,uniswap,Optimism,
1349,2022-08-26 00:00:00,0XBTC,,,uniswap,Optimism,
5561,2022-08-26 00:00:00,USDC,,,uniswap,Optimism,
13049,2022-08-26 00:00:00,DHT,,,uniswap,Optimism,
10709,2022-08-26 00:00:00,WPC,,,uniswap,Optimism,
3221,2022-08-26 00:00:00,WBTC,,,uniswap,Optimism,
4157,2022-08-26 00:00:00,SLINK,,,uniswap,Optimism,
9305,2022-08-26 00:00:00,SARCO,,,uniswap,Optimism,
15857,2022-08-26 00:00:00,OP,,,uniswap,Optimism,
7901,2022-08-26 00:00:00,PAPER,,,uniswap,Optimism,
1817,2022-08-26 00:00:00,WETH,,,uniswap,Optimism,
18197,2022-08-26 00:00:00,AELIN,,,uniswap,Optimism,
17261,2022-08-26 00:00:00,AAVE,,,uniswap,Optimism,
1816,2022-08-25 00:00:00,WETH,,,uniswap,Optimism,
13984,2022-08-25 00:00:00,XCHF,,,uniswap,Optimism,
4624,2022-08-25 00:00:00,SBTC,,,uniswap,Optimism,
2752,2022-08-25 00:00:00,UNI,,,uniswap,Optimism,
6496,2022-08-25 00:00:00,SNX,,,uniswap,Optimism,
5092,2022-08-25 00:00:00,LINK,,,uniswap,Optimism,
18664,2022-08-25 00:00:00,LUSD,,,uniswap,Optimism,
17728,2022-08-25 00:00:00,BOB,,,uniswap,Optimism,
12580,2022-08-25 00:00:00,SPANK,,,uniswap,Optimism,
7900,2022-08-25 00:00:00,PAPER,,,uniswap,Optimism,
10708,2022-08-25 00:00:00,WPC,,,uniswap,Optimism,
9304,2022-08-25 00:00:00,SARCO,,,uniswap,Optimism,
1348,2022-08-25 00:00:00,0XBTC,,,uniswap,Optimism,
6028,2022-08-25 00:00:00,RAI,,,uniswap,Optimism,
16324,2022-08-25 00:00:00,CRV,,,uniswap,Optimism,
15388,2022-08-25 00:00:00,EQZ,,,uniswap,Optimism,
880,2022-08-25 00:00:00,SETH,,,uniswap,Optimism,
11644,2022-08-25 00:00:00,MKR,,,uniswap,Optimism,
8368,2022-08-25 00:00:00,ENS,,,uniswap,Optimism,
15856,2022-08-25 00:00:00,OP,,,uniswap,Optimism,
18196,2022-08-25 00:00:00,AELIN,,,uniswap,Optimism,
13048,2022-08-25 00:00:00,DHT,,,uniswap,Optimism,
5560,2022-08-25 00:00:00,USDC,,,uniswap,Optimism,
11176,2022-08-25 00:00:00,KROM,,,uniswap,Optimism,
13516,2022-08-25 00:00:00,EST,,,uniswap,Optimism,
412,2022-08-25 00:00:00,USDT,52339581.49923,52301321.26516,uniswap,Optimism,53355869.48816
8836,2022-08-25 00:00:00,BITANT,,,uniswap,Optimism,
12112,2022-08-25 00:00:00,PERP,,,uniswap,Optimism,
9772,2022-08-25 00:00:00,LYRA,,,uniswap,Optimism,
2284,2022-08-25 00:00:00,DAI,,,uniswap,Optimism,
6964,2022-08-25 00:00:00,RGT,,,uniswap,Optimism,
10240,2022-08-25 00:00:00,DCN,,,uniswap,Optimism,
7432,2022-08-25 00:00:00,RETH,,,uniswap,Optimism,
16792,2022-08-25 00:00:00,WSTETH,,,uniswap,Optimism,
