,date,protocol,program_name,start_date,end_date,net_dollar_flow,net_price_stock_change,last_price_net_dollar_flow,usd_value,tvl_change,error,cumul_net_dollar_flow,cumul_last_price_net_dollar_flow,cumul_net_price_stock_change,cumul_net_dollar_flow_if_ended,cumul_last_price_net_dollar_flow_if_ended,include_in_summary,op_source,num_op,cumul_net_dollar_flow_at_program_end,cumul_last_price_net_dollar_flow_at_program_end,cumul_net_price_stock_change_at_program_end,cumul_net_dollar_flow_if_ended_at_program_end,cumul_last_price_net_dollar_flow_if_ended_at_program_end,program_rank_desc,period
18,2022-07-31 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,12092700.429684646,-1548141.0797446514,12320495.303097345,136628242.81805998,10544559.349939987,-7.450580596923828e-09,97415519.68949494,98277787.22657572,14755028.875465054,97415519.68949494,98277787.22657572,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,132,During Program
19,2022-08-01 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,1694527.8218679763,-1464823.5798279692,1746301.5137991952,136857947.0601,229704.2420400083,1.1641532182693481e-09,99110047.51136291,100024088.74037491,13290205.295637086,99110047.51136291,100024088.74037491,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,131,During Program
20,2022-08-02 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,381595.2478480783,-1328857.9688680763,411307.3892865855,135910684.33908,-947262.7210199833,1.4668330550193787e-08,99491642.75921099,100435396.1296615,11961347.32676901,99491642.75921099,100435396.1296615,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,130,During Program
21,2022-08-03 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-4155768.953880257,-865144.1932497419,-4152170.0477170693,130889771.19195,-5020913.1471300125,-1.3969838619232178e-08,95335873.80533074,96283226.08194444,11096203.133519268,95335873.80533074,96283226.08194444,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,129,During Program
22,2022-08-04 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,458231.3566842675,4484956.81141573,825441.9756058755,135832959.36005,4943188.168099999,1.862645149230957e-09,95794105.162015,97108668.05755031,15581159.944934998,95794105.162015,97108668.05755031,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,128,During Program
23,2022-08-05 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-9778109.236056566,-2152019.960603434,-9784135.722085623,123902830.16339,-11930129.196659997,3.725290298461914e-09,86015995.92595844,87324532.33546469,13429139.984331563,86015995.92595844,87324532.33546469,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,127,During Program
24,2022-08-06 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,5623934.945277239,2172711.6162427673,5594371.233173367,131699476.72491,7796646.56152001,3.725290298461914e-09,91639930.87123567,92918903.56863806,15601851.60057433,91639930.87123567,92918903.56863806,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,126,During Program
25,2022-08-07 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-1535827.8585251903,-1116447.762444815,-1500246.313172907,129047201.10394,-2652275.6209700108,-5.587935447692871e-09,90104103.01271048,91418657.25546513,14485403.838129515,90104103.01271048,91418657.25546513,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,125,During Program
26,2022-08-08 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-2205831.8683951707,-291047.4073448268,-2186655.0452963067,126550321.82820001,-2496879.2757399827,1.4901161193847656e-08,87898271.14431532,89232002.21016884,14194356.430784687,87898271.14431532,89232002.21016884,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,124,During Program
27,2022-08-09 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,357128.4298690907,1913445.3057709031,398061.85742366797,128820895.56384,2270573.7356399894,-4.6566128730773926e-09,88255399.5741844,89630064.0675925,16107801.736555591,88255399.5741844,89630064.0675925,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,123,During Program
28,2022-08-10 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-3483323.931770309,-3657448.9425596897,-3420006.4074551156,121680122.68950999,-7140772.874330014,-1.4901161193847656e-08,84772075.6424141,86210057.66013739,12450352.793995902,84772075.6424141,86210057.66013739,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,122,During Program
29,2022-08-11 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-3264894.580811201,2961512.314811201,-3127815.677149313,121376740.42351,-303382.2659999877,1.257285475730896e-08,81507181.06160289,83082241.98298807,15411865.108807102,81507181.06160289,83082241.98298807,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,121,During Program
30,2022-08-12 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-10479991.750228994,-1448663.1688810023,-10448324.381959973,109448085.5044,-11928654.91911,-3.725290298461914e-09,71027189.3113739,72633917.6010281,13963201.9399261,71027189.3113739,72633917.6010281,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,120,During Program
31,2022-08-13 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-7417410.804357979,1051716.309927978,-7298322.664694463,103082391.00997001,-6365694.494429991,1.1175870895385742e-08,63609778.50701592,65335594.93633364,15014918.249854079,63609778.50701592,65335594.93633364,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,119,During Program
32,2022-08-14 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-7179898.200528587,-133438.35425141035,-7160540.752923001,95769054.45519,-7313336.554780006,-9.313225746154785e-09,56429880.30648734,58175054.18341064,14881479.895602668,56429880.30648734,58175054.18341064,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,118,During Program
33,2022-08-15 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-3954932.227813816,-900179.6015961857,-3956566.267668225,90913942.62577999,-4855111.829410017,-1.4901161193847656e-08,52474948.07867352,54218487.91574241,13981300.294006482,52474948.07867352,54218487.91574241,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,117,During Program
34,2022-08-16 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-7113382.836251895,257272.53005189227,-7090992.780747155,84057832.31958,-6856110.306199983,1.955777406692505e-08,45361565.24242163,47127495.13499526,14238572.824058374,45361565.24242163,47127495.13499526,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,116,During Program
35,2022-08-17 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-1408426.4440196077,-277469.2816103925,-1393159.940100837,82371936.59394999,-1685895.7256300151,-1.4901161193847656e-08,43953138.79840202,45734335.19489442,13961103.542447982,43953138.79840202,45734335.19489442,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,115,During Program
36,2022-08-18 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-2605047.50060182,-1459424.233658178,-2665635.815227288,78307464.85969,-4064471.734259993,5.587935447692871e-09,41348091.2978002,43068699.37966713,12501679.308789805,41348091.2978002,43068699.37966713,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,114,During Program
37,2022-08-19 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,3736838.6070348434,-1226945.5806748415,3942457.7399351797,80817357.88605,2509893.026360005,3.259629011154175e-09,45084929.90483504,47011157.119602315,11274733.728114963,45084929.90483504,47011157.119602315,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,113,During Program
38,2022-08-20 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-887136.4448051371,-1248690.167164865,-821435.079377812,78681531.27408001,-2135826.6119699925,9.313225746154785e-09,44197793.4600299,46189722.0402245,10026043.560950097,44197793.4600299,46189722.0402245,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,112,During Program
39,2022-08-21 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-4173802.353719089,-1211846.5899409112,-4169390.8502326766,73295882.33042,-5385648.943660006,-5.587935447692871e-09,40023991.106310815,42020331.189991824,8814196.971009187,40023991.106310815,42020331.189991824,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,111,During Program
40,2022-08-22 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-187143.03505807056,672429.9317680732,-186001.5556450462,73781169.22713,485286.8967099935,-9.19681042432785e-09,39836848.07125274,41834329.634346776,9486626.90277726,39836848.07125274,41834329.634346776,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,110,During Program
41,2022-08-23 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,342732.205320724,52775.59870927518,344239.98405782646,74176677.03116,395507.80403000116,1.979060471057892e-09,40179580.276573464,42178569.618404604,9539402.501486534,40179580.276573464,42178569.618404604,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,109,During Program
42,2022-08-24 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-36613.45322531398,1045710.5201453143,359.8000627589645,75185774.09808001,1009097.0669200122,1.1874362826347351e-08,40142966.82334815,42178929.418467365,10585113.02163185,40142966.82334815,42178929.418467365,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,108,During Program
43,2022-08-25 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,1305319.1327144834,-24864.964014484343,1293029.258946402,76466228.26677999,1280454.1686999798,-1.932494342327118e-08,41448285.95606264,43471958.67741377,10560248.057617364,41448285.95606264,43471958.67741377,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,107,During Program
44,2022-08-26 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-1891777.8517691721,-137964.23760082954,-1856272.4571279096,74436486.17741,-2029742.0893699825,1.909211277961731e-08,39556508.104293466,41615686.220285855,10422283.820016535,39556508.104293466,41615686.220285855,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,106,During Program
45,2022-08-27 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-217816.03226662189,-2726135.119483378,-148511.0564476045,71492535.02566,-2943951.151750013,-1.3504177331924438e-08,39338692.07202684,41467175.16383825,7696148.700533157,39338692.07202684,41467175.16383825,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,105,During Program
46,2022-08-28 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,131495.71369854093,-240775.23801854,129361.86011957453,71383255.50134,-109279.52431999147,7.596099749207497e-09,39470187.785725385,41596537.023957826,7455373.4625146175,39470187.785725385,41596537.023957826,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,104,During Program
47,2022-08-29 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-258092.40785499656,-523858.60632499965,-252348.29374913272,70601304.48716,-781951.0141800046,-8.381903171539307e-09,39212095.37787039,41344188.730208695,6931514.856189618,39212095.37787039,41344188.730208695,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,103,During Program
48,2022-08-30 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-1381742.5912634141,1775434.9412934147,-1270930.5967586255,70994996.83719,393692.350030005,4.423782229423523e-09,37830352.786606975,40073258.13345007,8706949.797483033,37830352.786606975,40073258.13345007,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,102,During Program
49,2022-08-31 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-1330959.6147484693,-417021.007221533,-1296050.0104743626,69247016.21522,-1747980.6219699979,4.423782229423523e-09,36499393.171858504,38777208.12297571,8289928.7902615,36499393.171858504,38777208.12297571,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,101,During Program
50,2022-09-01 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,,,136271.6280836631,69262753.89157,15737.67634999752,,,38913479.75105937,,,38913479.75105937,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,100,During Program
51,2022-09-02 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-125932.51112167822,603273.5546816776,-120289.40082036727,69740094.8967,477341.00512999296,-0.0384300064179115,36373460.66073682,38793190.350239,8893202.344943177,36373460.66073682,38793190.350239,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,99,During Program
52,2022-09-03 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-1447903.4338236712,518399.3581836701,,68810590.78608,-929504.110619992,-0.03497999091632664,34925557.226913154,,9411601.703126848,34925557.226913154,,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,98,During Program
53,2022-09-04 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,262370.03673398175,-353922.5511239796,264873.0104113552,68719038.27169,-91552.51439000666,-8.789356797933578e-09,35187927.26364713,39058063.36065035,9057679.152002867,35187927.26364713,39058063.36065035,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,97,During Program
54,2022-09-05 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-259804.44991427625,-71288.97642572776,-249363.10536820986,68387944.84535,-331093.42633999884,5.180481821298599e-09,34928122.813732855,38808700.25528215,8986390.17557714,34928122.813732855,38808700.25528215,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,96,During Program
55,2022-09-06 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-3272717.2957791924,1009151.5859591982,-3126505.15869994,66124379.13553,-2263565.709819995,-9.313225746154785e-10,31655405.517953668,35682195.096582204,9995541.761536337,31655405.517953668,35682195.096582204,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,95,During Program
56,2022-09-07 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-281417.69980732637,-1683231.674832677,-272080.0807289653,64159729.76089,-1964649.3746400028,4.656612873077393e-10,31373987.81814634,35410115.01585324,8312310.086703661,31373987.81814634,35410115.01585324,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,94,During Program
57,2022-09-08 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,980286.2488486319,873094.1549013716,992388.9148175595,66013110.16464,1853380.4037500024,-9.313225746154785e-10,32354274.066994973,36402503.9306708,9185404.241605032,32354274.066994973,36402503.9306708,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,93,During Program
58,2022-09-09 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-2181974.058760574,85894.36544056995,-2169693.98110117,63917030.47132,-2096079.6933199987,5.3551048040390015e-09,30172300.008234397,34232809.94956963,9271298.607045602,30172300.008234397,34232809.94956963,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,92,During Program
59,2022-09-10 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-811521.3208478051,1354129.631247806,-737120.4277719689,64459638.781720005,542608.3104000017,9.313225746154785e-10,29360778.68738659,33495689.52179766,10625428.238293407,29360778.68738659,33495689.52179766,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,91,During Program
60,2022-09-11 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-345109.5260921655,511519.1085021667,-345327.86508155265,64626048.364130005,166409.58241000026,-9.313225746154785e-10,29015669.161294427,33150361.65671611,11136947.346795576,29015669.161294427,33150361.65671611,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,90,During Program
61,2022-09-12 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-275662.825606129,-359130.78066387295,-276010.1883512223,63991254.75786,-634793.6062700078,-5.820766091346741e-09,28740006.335688297,32874351.468364887,10777816.566131702,28740006.335688297,32874351.468364887,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,89,During Program
62,2022-09-13 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-248793.03849042204,-683683.9432695776,-236583.09729842175,63058777.776099995,-932476.9817600027,-3.026798367500305e-09,28491213.297197875,32637768.371066466,10094132.622862125,28491213.297197875,32637768.371066466,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,88,During Program
63,2022-09-14 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-2805856.8171724966,-1294753.8716574998,-2887330.0895347814,58958167.08727,-4100610.6888299957,9.313225746154785e-10,25685356.48002538,29750438.281531684,8799378.751204625,25685356.48002538,29750438.281531684,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,87,During Program
64,2022-09-15 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-3219630.1362656252,420998.50061562285,-3188059.555181165,56159535.45162,-2798631.6356500015,9.313225746154785e-10,22465726.343759753,26562378.72635052,9220377.251820248,22465726.343759753,26562378.72635052,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,86,During Program
65,2022-09-16 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,140226.3344209733,-1226774.7070709728,183366.61882475988,55072987.07897,-1086548.3726499975,2.0954757928848267e-09,22605952.678180728,26745745.345175277,7993602.544749275,22605952.678180728,26745745.345175277,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,85,During Program
66,2022-09-17 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,1455761.7581549336,-269524.1301449352,1484090.222876683,56259224.70698,1186237.6280099973,-9.313225746154785e-10,24061714.43633566,28229835.56805196,7724078.41460434,24061714.43633566,28229835.56805196,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,84,During Program
67,2022-09-18 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,2531415.6250941064,100012.00515589428,2522588.0299194776,58890652.33723,2631427.6302499995,-1.3969838619232178e-09,26593130.06142977,30752423.59797144,7824090.419760234,26593130.06142977,30752423.59797144,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,83,During Program
68,2022-09-19 00:00:00,velodrome,Velodrome,2022-07-13,2022-11-17,-409942.3555726124,-1708964.3069873874,-374722.8549793021,56771745.674669996,-2118906.662560001,-1.3969838619232178e-09,26183187.705857154,30377700.742992137,6115126.112772847,26183187.705857154,30377700.742992137,1,Partner Fund,3000000.0,32930180.999635443,37990054.30205185,7040399.32423456,32930180.999635443,37990054.30205185,82,During Program
