name	chain	nativeCurrency	chainId	explorer
,('SanR Chain'	,'SanRChain'	,'nSAN'	,11888	,'https://sanrchain-explorer.santiment.net')
,('Singularity ZERO Testnet'	,'ZERO'	,'tZERO'	,12051	,'https://betaenv.singularity.gold:18002')
,('Singularity ZERO Mainnet'	,'ZERO'	,'ZERO'	,12052	,'https://zeroscan.singularity.gold')
,('Step Testnet'	,'STEP'	,'FITFI'	,12345	,'https://testnet.stepscan.io')
,('SPS'	,'SPS'	,'ECG'	,13000	,'http://spsscan.ssquad.games')
,('Phoenix Mainnet'	,'Phoenix'	,'PHX'	,13381	,'https://phoenixplorer.com')
,('SPS Testnet'	,'SPS-Testnet'	,'ECG'	,14000	,'https://explorer.3sps.net')
,('Trust EVM Testnet'	,'Trust EVM Testnet'	,'EVM'	,15555	,'https://trustscan.one')
,('MetaDot Mainnet'	,'MTT'	,'MTT'	,16000	,'')
,('MetaDot Testnet'	,'MTTTest'	,'MTTest'	,16001	,'')
,('IVAR Chain Testnet'	,'IVAR'	,'tIVAR'	,16888	,'https://testnet.ivarscan.com')
,('Frontier of Dreams Testnet'	,'Game Network'	,'ZKST'	,18000	,'https://explorer.fod.games')
,('Proof Of Memes'	,'POM'	,'POM'	,18159	,'https://memescan.io')
,('BTCIX Network'	,'BTCIX'	,'BTCIX'	,19845	,'https://btcixscan.com')
,('Callisto Testnet'	,'CLO'	,'CLO'	,20729	,'')
,('CENNZnet Azalea'	,'CENNZnet'	,'CPAY'	,21337	,'https://uncoverexplorer.com')
,('omChain Mainnet'	,'OML'	,'OMC'	,21816	,'https://explorer.omchain.io')
,('Taycan'	,'Taycan'	,'SFL'	,22023	,'https://taycan-evmscan.hupayx.io')
,('MAP Mainnet'	,'MAP'	,'MAP'	,22776	,'https://mapscan.io')
,('Opside Testnet'	,'Opside'	,'IDE'	,23118	,'https://opside.info')
,('Webchain'	,'WEB'	,'WEB'	,24484	,'')
,('MintMe.com Coin'	,'MINTME'	,'MINTME'	,24734	,'')
,('OasisChain Mainnet'	,'OasisChain'	,'OAC'	,26863	,'https://scan.oasischain.io')
,('Optimism Bedrock (Goerli Alpha Testnet)'	,'ETH'	,'ETH'	,28528	,'https://blockscout.com/optimism/bedrock-alpha')
,('Piece testnet'	,'PieceNetwork'	,'ECE'	,30067	,'https://testnet-scan.piecenetwork.com')
,('Ethersocial Network'	,'ESN'	,'ESN'	,31102	,'')
,('GoChain Testnet'	,'GO'	,'GO'	,31337	,'https://testnet-explorer.gochain.io')
,('Filecoin - Wallaby testnet'	,'FIL'	,'tFIL'	,31415	,'https://explorer.glif.io/wallaby')
,('Bitgert Mainnet'	,'Brise'	,'Brise'	,32520	,'https://brisescan.com')
,('Fusion Mainnet'	,'FSN'	,'FSN'	,32659	,'')
,('Aves Mainnet'	,'AVS'	,'AVS'	,33333	,'https://avescan.io')
,('Q Mainnet'	,'Q'	,'Q'	,35441	,'https://explorer.q.org')
,('Q Testnet'	,'Q'	,'Q'	,35443	,'https://explorer.qtestnet.org')
,('Energi Mainnet'	,'NRG'	,'NRG'	,39797	,'')
,('Opulent-X BETA'	,'Opulent-X'	,'OXYN'	,41500	,'https://explorer.opulent-x.com')
,('pegglecoin'	,'42069'	,'peggle'	,42069	,'')
,('Arbitrum One'	,'ETH'	,'ETH'	,42161	,'https://arbiscan.io')
,('Arbitrum Nova'	,'ETH'	,'ETH'	,42170	,'https://nova-explorer.arbitrum.io')
,('Celo Mainnet'	,'CELO'	,'CELO'	,42220	,'https://celoscan.io')
,('Oasis Emerald ParaTime Testnet'	,'Emerald'	,'ROSE'	,42261	,'https://testnet.explorer.emerald.oasis.dev')
,('Oasis Emerald ParaTime Mainnet'	,'Emerald'	,'ROSE'	,42262	,'https://explorer.emerald.oasis.dev')
,('Athereum'	,'ATH'	,'ATH'	,43110	,'')
,('Avalanche Fuji Testnet'	,'AVAX'	,'AVAX'	,43113	,'https://testnet.snowtrace.io')
,('Avalanche C-Chain'	,'AVAX'	,'AVAX'	,43114	,'https://snowtrace.io')
,('Boba Avax'	,'Boba Avax'	,'BOBA'	,43288	,'https://blockexplorer.avax.boba.network')
,('Celo Alfajores Testnet'	,'CELO'	,'CELO'	,44787	,'https://celoscan.io')
,('Autobahn Network'	,'TXL'	,'TXL'	,45000	,'https://explorer.autobahn.network')
,('REI Network'	,'REI'	,'REI'	,47805	,'https://scan.rei.network')
,('Bifrost Testnet1'	,'BFC'	,'BFC'	,49088	,'https://explorer.testnet.thebifrost.io')
,('Energi Testnet'	,'NRG'	,'NRG'	,49797	,'')
,('GTON Testnet'	,'GTON Testnet'	,'GCD'	,50021	,'https://explorer.testnet.gton.network')
,('DFK Chain'	,'DFK'	,'JEWEL'	,53935	,'https://explorer.dfkchain.com')
,('REI Chain Mainnet'	,'REI'	,'REI'	,55555	,'https://reiscan.com')
,('REI Chain Testnet'	,'REI'	,'tREI'	,55556	,'https://testnet.reiscan.com')
,('Thinkium Testnet Chain 0'	,'Thinkium'	,'TKM'	,60000	,'https://test0.thinkiumscan.net')
,('Thinkium Testnet Chain 1'	,'Thinkium'	,'TKM'	,60001	,'https://test1.thinkiumscan.net')
,('Thinkium Testnet Chain 2'	,'Thinkium'	,'TKM'	,60002	,'https://test2.thinkiumscan.net')
,('Thinkium Testnet Chain 103'	,'Thinkium'	,'TKM'	,60103	,'https://test103.thinkiumscan.net')
,('DoKEN Super Chain Mainnet'	,'DoKEN Super Chain'	,'DKN'	,61916	,'https://explore.doken.dev')
,('Celo Baklava Testnet'	,'CELO'	,'CELO'	,62320	,'')
,('MultiVAC Mainnet'	,'MultiVAC'	,'MTV'	,62621	,'https://e.mtv.ac')
,('eCredits Mainnet'	,'ECS'	,'ECS'	,63000	,'https://explorer.ecredits.com')
,('eCredits Testnet'	,'ECS'	,'ECS'	,63001	,'https://explorer.tst.ecredits.com')
,('SiriusNet'	,'SIN'	,'MCD'	,67390	,'https://siriusnet.tryethernal.com')
,('Condrieu'	,'ETH'	,'CTE'	,69420	,'https://explorer.condrieu.ethdevops.io')
,('Thinkium Mainnet Chain 0'	,'Thinkium'	,'TKM'	,70000	,'https://chain0.thinkiumscan.net')
,('Thinkium Mainnet Chain 1'	,'Thinkium'	,'TKM'	,70001	,'https://chain1.thinkiumscan.net')
,('Thinkium Mainnet Chain 2'	,'Thinkium'	,'TKM'	,70002	,'https://chain2.thinkiumscan.net')
,('Thinkium Mainnet Chain 103'	,'Thinkium'	,'TKM'	,70103	,'https://chain103.thinkiumscan.net')
,('Polyjuice Testnet'	,'CKB'	,'CKB'	,71393	,'')
,('Godwoken Testnet (V1.1)'	,'GWT'	,'pCKB'	,71401	,'https://gw-testnet-explorer.nervosdao.community')
,('Godwoken Mainnet'	,'GWT'	,'pCKB'	,71402	,'https://gw-mainnet-explorer.nervosdao.community')
,('Energy Web Volta Testnet'	,'Volta'	,'VT'	,73799	,'')
,('Mixin Virtual Machine'	,'MVM'	,'ETH'	,73927	,'https://scan.mvm.dev')
,('ResinCoin Mainnet'	,'RESIN'	,'RESIN'	,75000	,'https://explorer.resincoin.dev')
,('Firenze test network'	,'ETH'	,'FIN'	,78110	,'')
,('Mumbai'	,'Polygon'	,'MATIC'	,80001	,'https://mumbai.polygonscan.com')
,('IVAR Chain Mainnet'	,'IVAR'	,'IVAR'	,88888	,'https://ivarscan.com')
,('Beverly Hills'	,'ETH'	,'BVE'	,90210	,'https://explorer.beverlyhills.ethdevops.io')
,('Lambda Testnet'	,'Lambda'	,'LAMB'	,92001	,'https://explorer.lambda.top')
,('UB Smart Chain(testnet)'	,'USC'	,'UBC'	,99998	,'')
,('UB Smart Chain'	,'USC'	,'UBC'	,99999	,'')
,('QuarkChain Mainnet Root'	,'QuarkChain'	,'QKC'	,100000	,'')
,('QuarkChain Mainnet Shard 0'	,'QuarkChain'	,'QKC'	,100001	,'https://mainnet.quarkchain.io/0')
,('QuarkChain Mainnet Shard 1'	,'QuarkChain'	,'QKC'	,100002	,'https://mainnet.quarkchain.io/1')
,('QuarkChain Mainnet Shard 2'	,'QuarkChain'	,'QKC'	,100003	,'https://mainnet.quarkchain.io/2')
,('QuarkChain Mainnet Shard 3'	,'QuarkChain'	,'QKC'	,100004	,'https://mainnet.quarkchain.io/3')
,('QuarkChain Mainnet Shard 4'	,'QuarkChain'	,'QKC'	,100005	,'https://mainnet.quarkchain.io/4')
,('QuarkChain Mainnet Shard 5'	,'QuarkChain'	,'QKC'	,100006	,'https://mainnet.quarkchain.io/5')
,('QuarkChain Mainnet Shard 6'	,'QuarkChain'	,'QKC'	,100007	,'https://mainnet.quarkchain.io/6')
,('QuarkChain Mainnet Shard 7'	,'QuarkChain'	,'QKC'	,100008	,'https://mainnet.quarkchain.io/7')
,('Deprecated Chiado Testnet'	,'CHI1'	,'xDAI'	,100100	,'https://blockscout-chiado.gnosistestnet.com')
,('Crystaleum'	,'crystal'	,'◈'	,103090	,'https://scan.crystaleum.org')
,('BROChain Mainnet'	,'BRO'	,'BRO'	,108801	,'https://explorer.brochain.org')
,('QuarkChain Devnet Root'	,'QuarkChain'	,'QKC'	,110000	,'')
,('QuarkChain Devnet Shard 0'	,'QuarkChain'	,'QKC'	,110001	,'https://devnet.quarkchain.io/0')
,('QuarkChain Devnet Shard 1'	,'QuarkChain'	,'QKC'	,110002	,'https://devnet.quarkchain.io/1')
,('QuarkChain Devnet Shard 2'	,'QuarkChain'	,'QKC'	,110003	,'https://devnet.quarkchain.io/2')
,('QuarkChain Devnet Shard 3'	,'QuarkChain'	,'QKC'	,110004	,'https://devnet.quarkchain.io/3')
,('QuarkChain Devnet Shard 4'	,'QuarkChain'	,'QKC'	,110005	,'https://devnet.quarkchain.io/4')
,('QuarkChain Devnet Shard 5'	,'QuarkChain'	,'QKC'	,110006	,'https://devnet.quarkchain.io/5')
,('QuarkChain Devnet Shard 6'	,'QuarkChain'	,'QKC'	,110007	,'https://devnet.quarkchain.io/6')
,('QuarkChain Devnet Shard 7'	,'QuarkChain'	,'QKC'	,110008	,'https://devnet.quarkchain.io/7')
,('ETND Chain Mainnets'	,'ETND'	,'ETND'	,131419	,'https://scan.etnd.pro')
,('Condor Test Network'	,'CONDOR'	,'CONDOR'	,188881	,'https://explorer.condor.systems')
,('Milkomeda C1 Testnet'	,'milkTAda'	,'mTAda'	,200101	,'https://explorer-devnet-cardano-evm.c1.milkomeda.com')
,('Milkomeda A1 Testnet'	,'milkTAlgo'	,'mTAlgo'	,200202	,'https://explorer-devnet-algorand-rollup.a1.milkomeda.com')
,('Akroma'	,'AKA'	,'AKA'	,200625	,'')
,('Alaya Mainnet'	,'Alaya'	,'atp'	,201018	,'https://scan.alaya.network')
,('Alaya Dev Testnet'	,'Alaya'	,'atp'	,201030	,'https://devnetscan.alaya.network')
,('Jellie'	,'ETH'	,'TWL'	,202624	,'https://jellie.twala.io')
,('PlatON Mainnet'	,'PlatON'	,'lat'	,210425	,'https://scan.platon.network')
,('Haymo Testnet'	,'tHYM'	,'HYM'	,234666	,'')
,('ARTIS sigma1'	,'ARTIS'	,'ATS'	,246529	,'')
,('ARTIS Testnet tau1'	,'ARTIS'	,'tATS'	,246785	,'')
,('CMP-Mainnet'	,'CMP'	,'CMP'	,256256	,'https://mainnet.scan.caduceus.foundation')
,('Gear Zero Network Testnet'	,'GearZero'	,'GZN'	,266256	,'')
,('Social Smart Chain Mainnet'	,'SoChain'	,'$OC'	,281121	,'')
,('Filecoin - Calibration testnet'	,'FIL'	,'tFIL'	,314159	,'https://calibration.filscan.io')
,('Polis Testnet'	,'Sparta'	,'tPOLIS'	,333888	,'')
,('Polis Mainnet'	,'Olympus'	,'POLIS'	,333999	,'')
,('Metal C-Chain'	,'Metal'	,'METAL'	,381931	,'https://metalscan.io')
,('Metal Tahoe C-Chain'	,'Metal'	,'METAL'	,381932	,'https://tahoe.metalscan.io')
,('Kekchain'	,'kek'	,'KEK'	,420420	,'https://mainnet-explorer.kekchain.com')
,('Kekchain (kektest)'	,'kek'	,'tKEK'	,420666	,'https://testnet-explorer.kekchain.com')
,('Arbitrum Rinkeby'	,'ETH'	,'ETH'	,421611	,'https://testnet.arbiscan.io')
,('Arbitrum Goerli'	,'ETH'	,'AGOR'	,421613	,'https://goerli-rollup-explorer.arbitrum.io')
,('Dexalot Subnet Testnet'	,'DEXALOT'	,'ALOT'	,432201	,'https://subnets-test.avax.network/dexalot')
,('Dexalot Subnet'	,'DEXALOT'	,'ALOT'	,432204	,'https://subnets.avax.network/dexalot')
,('Weelink Testnet'	,'WLK'	,'tWLK'	,444900	,'https://weelink.cloud/#/blockView/overview')
,('OpenChain Mainnet'	,'OpenChain'	,'OPC'	,474142	,'https://sidescan.luniverse.io/1641349324562974539')
,('CMP-Testnet'	,'CMP'	,'CMP'	,512512	,'https://galaxy.scan.caduceus.foundation')
,('ethereum Fair'	,'ETF'	,'ETH'	,513100	,'https://explorer.etherfair.org')
,('Scroll'	,'ETH'	,'ETH'	,534352	,'')
,('Scroll Goerli Testnet'	,'ETH'	,'ETH'	,534353	,'')
,('Scroll Pre-Alpha Testnet'	,'ETH'	,'ETH'	,534354	,'https://l2scan.scroll.io')
,('Vision - Vpioneer Test Chain'	,'Vision-Vpioneer'	,'VS'	,666666	,'')
,('OctaSpace'	,'OCTA'	,'OCTA'	,800001	,'https://explorer.octa.space')
,('4GoodNetwork'	,'4GN'	,'APTA'	,846000	,'')
,('Vision - Mainnet'	,'Vision'	,'VS'	,888888	,'https://www.visionscan.org')
,('Posichain Mainnet Shard 0'	,'PSC'	,'POSI'	,900000	,'https://explorer.posichain.org')
,('Posichain Testnet Shard 0'	,'PSC'	,'POSI'	,910000	,'https://explorer-testnet.posichain.org')
,('Posichain Devnet Shard 0'	,'PSC'	,'POSI'	,920000	,'https://explorer-devnet.posichain.org')
,('Posichain Devnet Shard 1'	,'PSC'	,'POSI'	,920001	,'https://explorer-devnet.posichain.org')
,('FNCY Testnet'	,'FNCY'	,'FNCY'	,923018	,'https://fncyscan-testnet.fncy.world')
,('Eluvio Content Fabric'	,'Eluvio'	,'ELV'	,955305	,'https://explorer.eluv.io')
,('Etho Protocol'	,'ETHO'	,'ETHO'	,1313114	,'https://explorer.ethoprotocol.com')
,('Xerom'	,'XERO'	,'XERO'	,1313500	,'')
,('Kintsugi'	,'ETH'	,'kiETH'	,1337702	,'https://explorer.kintsugi.themerge.dev')
,('Kiln'	,'ETH'	,'ETH'	,1337802	,'https://explorer.kiln.themerge.dev')
,('Plian Mainnet Main'	,'Plian'	,'PI'	,2099156	,'https://piscan.plian.org/pchain')
,('PlatON Dev Testnet Deprecated'	,'PlatON'	,'lat'	,2203181	,'https://devnetscan.platon.network')
,('PlatON Dev Testnet2'	,'PlatON'	,'lat'	,2206132	,'https://devnet2scan.platon.network')
,('Filecoin - Butterfly testnet'	,'FIL'	,'tFIL'	,3141592	,'')
,('Imversed Mainnet'	,'Imversed'	,'IMV'	,5555555	,'https://txe.imversed.network')
,('Imversed Testnet'	,'Imversed'	,'IMV'	,5555558	,'https://txe-test.imversed.network')
,('QL1 Testnet'	,'QOM'	,'QOM'	,7668378	,'https://testnet.qom.one')
,('Musicoin'	,'MUSIC'	,'MUSIC'	,7762959	,'')
,('Plian Mainnet Subchain 1'	,'Plian'	,'PI'	,8007736	,'https://piscan.plian.org/child_0')
,('Plian Testnet Subchain 1'	,'Plian'	,'TPI'	,10067275	,'https://testnet.plian.org/child_test')
,('Sepolia'	,'ETH'	,'SEP'	,11155111	,'https://sepolia.etherscan.io')
,('PepChain Churchill'	,'PEP'	,'TPEP'	,13371337	,'')
,('Plian Testnet Main'	,'Plian'	,'TPI'	,16658437	,'https://testnet.plian.org/testnet')
,('IOLite'	,'ILT'	,'ILT'	,18289463	,'')
,('SmartMesh Mainnet'	,'Spectrum'	,'SMT'	,20180430	,'https://spectrum.pub')
,('quarkblockchain'	,'QKI'	,'QKI'	,20181205	,'')
,('Excelon Mainnet'	,'XLON'	,'xlon'	,22052002	,'https://explorer.excelon.io')
,('Excoincial Chain Volta-Testnet'	,'TEXL'	,'TEXL'	,27082017	,'https://testnet-explorer.exlscan.com')
,('Excoincial Chain Mainnet'	,'EXL'	,'EXL'	,27082022	,'https://exlscan.com')
,('Auxilium Network Mainnet'	,'AUX'	,'AUX'	,28945486	,'')
,('Filecoin - Local testnet'	,'FIL'	,'tFIL'	,31415926	,'')
,('Joys Digital Mainnet'	,'JOYS'	,'JOYS'	,35855456	,'')
,('Aquachain'	,'AQUA'	,'AQUA'	,61717561	,'')
,('Joys Digital TestNet'	,'TOYS'	,'TOYS'	,99415706	,'')
,('Gather Mainnet Network'	,'GTH'	,'GTH'	,192837465	,'https://explorer.gather.network')
,('Neon EVM DevNet'	,'Solana'	,'NEON'	,245022926	,'https://devnet.explorer.neon-labs.org')
,('Neon EVM MainNet'	,'Solana'	,'NEON'	,245022934	,'https://mainnet.explorer.neon-labs.org')
,('Neon EVM TestNet'	,'Solana'	,'NEON'	,245022940	,'https://testnet.explorer.neon-labs.org')
,('OneLedger Mainnet'	,'OLT'	,'OLT'	,311752642	,'https://mainnet-explorer.oneledger.network')
,('Calypso NFT Hub (SKALE Testnet)'	,'staging-utter-unripe-menkar'	,'sFUEL'	,344106930	,'https://staging-utter-unripe-menkar.explorer.staging-v3.skalenodes.com')
,('Gather Testnet Network'	,'GTH'	,'GTH'	,356256156	,'https://testnet-explorer.gather.network')
,('Gather Devnet Network'	,'GTH'	,'GTH'	,486217935	,'https://devnet-explorer.gather.network')
,('Nebula Staging'	,'staging-faint-slimy-achird'	,'sFUEL'	,503129905	,'https://staging-faint-slimy-achird.explorer.staging-v3.skalenodes.com')
,('IPOS Network'	,'IPOS'	,'IPOS'	,1122334455	,'')
,('Aurora Mainnet'	,'NEAR'	,'ETH'	,1313161554	,'https://aurorascan.dev')
,('Aurora Testnet'	,'NEAR'	,'ETH'	,1313161555	,'https://testnet.aurorascan.dev')
,('Aurora Betanet'	,'NEAR'	,'ETH'	,1313161556	,'')
,('Nebula Mainnet'	,'green-giddy-denebola'	,'sFUEL'	,1482601649	,'https://green-giddy-denebola.explorer.mainnet.skalenodes.com')
,('Calypso NFT Hub (SKALE)'	,'honorable-steel-rasalhague'	,'sFUEL'	,1564830818	,'https://honorable-steel-rasalhague.explorer.mainnet.skalenodes.com')
,('Harmony Mainnet Shard 0'	,'Harmony'	,'ONE'	,1666600000	,'https://explorer.harmony.one')
,('Harmony Mainnet Shard 1'	,'Harmony'	,'ONE'	,1666600001	,'')
,('Harmony Mainnet Shard 2'	,'Harmony'	,'ONE'	,1666600002	,'')
,('Harmony Mainnet Shard 3'	,'Harmony'	,'ONE'	,1666600003	,'')
,('Harmony Testnet Shard 0'	,'Harmony'	,'ONE'	,1666700000	,'https://explorer.pops.one')
,('Harmony Testnet Shard 1'	,'Harmony'	,'ONE'	,1666700001	,'')
,('Harmony Testnet Shard 2'	,'Harmony'	,'ONE'	,1666700002	,'')
,('Harmony Testnet Shard 3'	,'Harmony'	,'ONE'	,1666700003	,'')
,('Harmony Devnet Shard 0'	,'Harmony'	,'ONE'	,1666900000	,'https://explorer.ps.hmny.io')
,('DataHopper'	,'HOP'	,'HOP'	,2021121117	,'')
,('Pirl'	,'PIRL'	,'PIRL'	,3125659152	,'')
,('OneLedger Testnet Frankenstein'	,'OLT'	,'OLT'	,4216137055	,'https://frankenstein-explorer.oneledger.network')
,('Palm Testnet'	,'Palm'	,'PALM'	,11297108099	,'https://explorer.palm-uat.xyz')
,('Palm'	,'Palm'	,'PALM'	,11297108109	,'https://explorer.palm.io')
,('Ntity Mainnet'	,'Ntity'	,'NTT'	,197710212030	,'https://blockscout.ntity.io')
,('Haradev Testnet'	,'Ntity'	,'NTTH'	,197710212031	,'https://blockscout.haradev.com')
,('Molereum Network'	,'ETH'	,'MOLE'	,6022140761023	,'')
,('Godwoken Testnet (V1)'	,'GWT'	,'CKB'	,868455272153094	,'https://v1.aggron.gwscan.com')
